Time;Hora;Tempo (min);PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/08/2020 15:36:10,066;15:36:10;46,60;34,606922;-48,086194;33,87384;31,38641;77,914817;21,01793;83,984848;28,736875;
18/08/2020 15:36:11,066;15:36:11;46,62;34,607539;-48,081683;33,87307;31,385949;77,96626;21,06937;83,984848;28,685429;
18/08/2020 15:36:12,065;15:36:12;46,63;34,607539;-48,084089;33,872454;31,385333;78,017703;20,966491;83,933406;28,685429;
18/08/2020 15:36:13,066;15:36:13;46,65;34,607385;-48,081833;33,871222;31,386256;77,96626;20,966491;83,984848;28,633983;
18/08/2020 15:36:14,066;15:36:14;46,67;34,607385;-48,077322;33,869836;31,384871;78,017703;21,01793;83,984848;28,633983;
18/08/2020 15:36:15,067;15:36:15;46,68;34,607385;-48,077322;33,867679;31,383486;78,069147;21,06937;83,984848;28,736875;
18/08/2020 15:36:16,067;15:36:16;46,70;34,608309;-48,079728;33,866755;31,38641;78,12059;21,01793;84,036291;28,736875;
18/08/2020 15:36:17,065;15:36:17;46,72;34,608309;-48,078074;33,866139;31,384563;78,069147;21,01793;83,933406;28,685429;
18/08/2020 15:36:18,067;15:36:18;46,73;34,608001;-48,077322;33,863059;31,384255;78,017703;21,01793;83,984848;28,788321;
18/08/2020 15:36:19,066;15:36:19;46,75;34,608771;-48,079878;33,862597;31,385025;78,017703;21,01793;84,036291;28,736875;
18/08/2020 15:36:20,065;15:36:20;46,77;34,607539;-48,080931;33,860286;31,384871;78,069147;21,06937;83,984848;28,736875;
18/08/2020 15:36:21,065;15:36:21;46,78;34,606768;-48,077924;33,861518;31,386718;78,017703;21,06937;83,984848;28,685429;
18/08/2020 15:36:22,066;15:36:22;46,80;34,60569;-48,077924;33,859824;31,385641;77,96626;21,06937;83,933406;28,633983;
18/08/2020 15:36:23,066;15:36:23;46,82;34,606768;-48,072811;33,858284;31,386103;78,017703;21,06937;83,984848;28,736875;
18/08/2020 15:36:24,065;15:36:24;46,83;34,607231;-48,080931;33,855819;31,38364;77,914817;21,06937;83,984848;28,736875;
18/08/2020 15:36:25,066;15:36:25;46,85;34,606306;-48,083938;33,855049;31,383948;77,914817;21,01793;83,933406;28,633983;
18/08/2020 15:36:26,065;15:36:26;46,87;34,606152;-48,083036;33,855511;31,3821;77,914817;20,966491;83,933406;28,685429;
18/08/2020 15:36:27,067;15:36:27;46,88;34,605228;-48,079878;33,852277;31,381485;78,017703;21,01793;83,933406;28,633983;
18/08/2020 15:36:28,065;15:36:28;46,90;34,605382;-48,09266;33,851969;31,381023;78,12059;20,915052;83,933406;28,685429;
18/08/2020 15:36:29,065;15:36:29;46,92;34,605536;-48,091156;33,849813;31,379176;78,017703;21,01793;84,087733;28,736875;
18/08/2020 15:36:30,066;15:36:30;46,93;34,605074;-48,090254;33,849659;31,37933;78,017703;21,01793;83,933406;28,685429;
18/08/2020 15:36:31,066;15:36:31;46,95;34,604766;-48,091757;33,848888;31,377945;78,017703;21,01793;83,984848;28,788321;
18/08/2020 15:36:32,065;15:36:32;46,97;34,603841;-48,088299;33,84704;31,375174;78,017703;21,120809;83,984848;28,685429;
18/08/2020 15:36:33,065;15:36:33;46,98;34,603995;-48,086344;33,846578;31,375636;78,017703;20,966491;83,984848;28,582537;
18/08/2020 15:36:34,066;15:36:34;47,00;34,604612;-48,078074;33,845038;31,374404;78,017703;21,06937;83,933406;28,736875;
18/08/2020 15:36:35,066;15:36:35;47,02;34,604303;-48,099276;33,843343;31,373019;78,017703;21,01793;83,933406;28,736875;
18/08/2020 15:36:36,065;15:36:36;47,03;34,606306;-48,083938;33,844114;31,373789;78,017703;21,120809;84,087733;28,633983;
18/08/2020 15:36:37,067;15:36:37;47,05;34,604766;-48,0889;33,843343;31,373481;78,069147;21,01793;83,933406;28,685429;
18/08/2020 15:36:38,065;15:36:38;47,07;34,605074;-48,074164;33,843189;31,37425;78,017703;20,966491;83,933406;28,633983;
18/08/2020 15:36:39,066;15:36:39;47,08;34,602763;-48,074465;33,843035;31,37425;77,96626;21,01793;83,984848;28,788321;
18/08/2020 15:36:40,065;15:36:40;47,10;34,605536;-48,069202;33,841495;31,376251;78,069147;21,01793;84,036291;28,788321;
18/08/2020 15:36:41,066;15:36:41;47,12;34,605228;-48,06815;33,843189;31,377021;77,96626;21,01793;83,984848;28,685429;
18/08/2020 15:36:42,066;15:36:42;47,13;34,606152;-48,081833;33,841803;31,379638;78,069147;21,01793;83,984848;28,736875;
18/08/2020 15:36:43,066;15:36:43;47,15;34,605844;-48,083186;33,842265;31,379946;77,96626;21,01793;83,984848;28,788321;
18/08/2020 15:36:44,066;15:36:44;47,17;34,604457;-48,092058;33,844884;31,383794;78,069147;21,01793;83,830521;28,685429;
18/08/2020 15:36:45,065;15:36:45;47,18;34,605536;-48,087096;33,845346;31,384102;78,017703;21,06937;84,036291;28,736875;
18/08/2020 15:36:46,066;15:36:46;47,20;34,605998;-48,100028;33,8455;31,384563;78,069147;21,01793;83,984848;28,736875;
18/08/2020 15:36:47,065;15:36:47;47,22;34,606614;-48,094013;33,844884;31,386256;78,017703;21,01793;83,933406;28,736875;
18/08/2020 15:36:48,066;15:36:48;47,23;34,605536;-48,094163;33,844884;31,387796;77,96626;21,01793;84,036291;28,736875;
18/08/2020 15:36:49,065;15:36:49;47,25;34,606306;-48,093712;33,8455;31,388411;78,017703;21,01793;83,933406;28,633983;
18/08/2020 15:36:50,066;15:36:50;47,27;34,606768;-48,095216;33,845346;31,388411;78,017703;21,01793;83,984848;28,736875;
18/08/2020 15:36:51,066;15:36:51;47,28;34,606922;-48,083036;33,844576;31,39072;78,017703;21,01793;84,087733;28,736875;
18/08/2020 15:36:52,066;15:36:52;47,30;34,605844;-48,092209;33,84473;31,392413;78,017703;20,966491;83,984848;28,633983;
18/08/2020 15:36:53,067;15:36:53;47,32;34,607076;-48,103636;33,845654;31,393337;78,017703;20,966491;84,036291;28,685429;
18/08/2020 15:36:54,066;15:36:54;47,33;34,607231;-48,100629;33,845192;31,392721;78,017703;20,966491;83,984848;28,633983;
18/08/2020 15:36:55,065;15:36:55;47,35;34,607693;-48,097923;33,845654;31,39503;78,069147;20,966491;83,933406;28,736875;
18/08/2020 15:36:56,067;15:36:56;47,37;34,607693;-48,097321;33,846886;31,396569;78,069147;21,01793;83,984848;28,685429;
18/08/2020 15:36:57,065;15:36:57;47,38;34,607076;-48,103336;33,84781;31,396723;78,017703;21,06937;83,984848;28,839767;
18/08/2020 15:36:58,065;15:36:58;47,40;34,607076;-48,098073;33,848426;31,397647;78,12059;21,01793;83,881964;28,736875;
18/08/2020 15:36:59,065;15:36:59;47,42;34,607693;-48,104689;33,84858;31,396416;77,96626;21,01793;83,984848;28,685429;
18/08/2020 15:37:00,065;15:37:00;47,43;34,606614;-48,079878;33,848272;31,396262;78,069147;21,120809;83,933406;28,633983;
18/08/2020 15:37:01,065;15:37:01;47,45;34,607539;-48,076871;33,847964;31,396569;78,069147;21,06937;83,933406;28,736875;
18/08/2020 15:37:02,065;15:37:02;47,47;34,608617;-48,070856;33,848426;31,394107;78,017703;21,01793;83,984848;28,685429;
18/08/2020 15:37:03,066;15:37:03;47,48;34,608925;-48,081382;33,847656;31,39503;78,017703;21,06937;83,933406;28,633983;
18/08/2020 15:37:04,065;15:37:04;47,50;34,609696;-48,082134;33,848272;31,396262;78,017703;21,01793;83,984848;28,788321;
18/08/2020 15:37:05,066;15:37:05;47,52;34,608309;-48,077924;33,849196;31,3958;78,017703;21,01793;83,830521;28,685429;
18/08/2020 15:37:06,065;15:37:06;47,53;34,607847;-48,069503;33,850429;31,397031;77,96626;21,01793;83,984848;28,736875;
18/08/2020 15:37:07,065;15:37:07;47,55;34,610312;-48,073713;33,850429;31,396262;77,96626;21,01793;83,984848;28,736875;
18/08/2020 15:37:08,066;15:37:08;47,57;34,609541;-48,069503;33,850737;31,395954;78,069147;21,01793;83,933406;28,633983;
18/08/2020 15:37:09,065;15:37:09;47,58;34,609696;-48,067999;33,851045;31,397339;77,96626;21,06937;83,984848;28,736875;
18/08/2020 15:37:10,066;15:37:10;47,60;34,609079;-48,077773;33,851815;31,397185;77,914817;21,01793;84,036291;28,685429;
18/08/2020 15:37:11,066;15:37:11;47,62;34,610004;-48,075367;33,851045;31,397185;78,017703;21,06937;83,984848;28,736875;
18/08/2020 15:37:12,065;15:37:12;47,63;34,60985;-48,066646;33,851507;31,397801;78,069147;21,01793;83,984848;28,736875;
18/08/2020 15:37:13,066;15:37:13;47,65;34,610774;-48,071157;33,852123;31,396569;78,069147;21,01793;83,984848;28,685429;
18/08/2020 15:37:14,066;15:37:14;47,67;34,608925;-48,073112;33,852431;31,397031;77,96626;21,01793;83,933406;28,685429;
18/08/2020 15:37:15,065;15:37:15;47,68;34,61062;-48,08048;33,852585;31,396262;78,017703;21,01793;84,036291;28,788321;
18/08/2020 15:37:16,066;15:37:16;47,70;34,61062;-48,073112;33,852739;31,395184;78,017703;21,01793;83,933406;28,633983;
18/08/2020 15:37:17,065;15:37:17;47,72;34,609541;-48,080179;33,852739;31,393645;78,017703;21,06937;83,933406;28,788321;
18/08/2020 15:37:18,065;15:37:18;47,73;34,609079;-48,067247;33,853201;31,39149;78,069147;21,01793;83,984848;28,736875;
18/08/2020 15:37:19,065;15:37:19;47,75;34,61062;-48,065443;33,852739;31,390412;78,017703;21,01793;83,984848;28,685429;
18/08/2020 15:37:20,065;15:37:20;47,77;34,610158;-48,069653;33,851661;31,388873;78,017703;20,915052;84,036291;28,736875;
18/08/2020 15:37:21,066;15:37:21;47,78;34,611544;-48,063639;33,852893;31,389335;77,96626;20,966491;83,984848;28,633983;
18/08/2020 15:37:22,066;15:37:22;47,80;34,610312;-48,058225;33,850583;31,388258;78,069147;20,966491;83,984848;28,736875;
18/08/2020 15:37:23,065;15:37:23;47,82;34,611698;-48,061383;33,851815;31,388104;78,069147;21,06937;83,984848;28,736875;
18/08/2020 15:37:24,066;15:37:24;47,83;34,609696;-48,063187;33,848426;31,385795;78,069147;21,01793;83,984848;28,633983;
18/08/2020 15:37:25,066;15:37:25;47,85;34,610004;-48,063037;33,849504;31,385025;78,069147;20,966491;83,933406;28,685429;
18/08/2020 15:37:26,065;15:37:26;47,87;34,610312;-48,064992;33,850121;31,384563;78,017703;21,01793;83,984848;28,685429;
18/08/2020 15:37:27,065;15:37:27;47,88;34,610928;-48,067548;33,847964;31,379946;78,069147;20,966491;84,036291;28,788321;
18/08/2020 15:37:28,065;15:37:28;47,90;34,610774;-48,063939;33,847194;31,379638;78,069147;21,01793;84,036291;28,633983;
18/08/2020 15:37:29,066;15:37:29;47,92;34,611544;-48,066947;33,845654;31,378252;77,96626;20,915052;83,933406;28,685429;
18/08/2020 15:37:30,065;15:37:30;47,93;34,610774;-48,071458;33,84473;31,376867;77,96626;21,06937;83,881964;28,736875;
18/08/2020 15:37:31,066;15:37:31;47,95;34,612006;-48,069503;33,843189;31,375482;77,96626;21,01793;83,933406;28,685429;
18/08/2020 15:37:32,065;15:37:32;47,97;34,610004;-48,067849;33,841957;31,375636;78,017703;21,06937;83,984848;28,582537;
18/08/2020 15:37:33,065;15:37:33;47,98;34,610466;-48,060781;33,841957;31,374866;77,96626;20,966491;83,933406;28,736875;
18/08/2020 15:37:34,065;15:37:34;48,00;34,609079;-48,065443;33,840725;31,373327;77,96626;20,966491;84,036291;28,736875;
18/08/2020 15:37:35,065;15:37:35;48,02;34,609696;-48,065443;33,839801;31,370402;78,017703;20,966491;83,881964;28,685429;
18/08/2020 15:37:36,065;15:37:36;48,03;34,609387;-48,070104;33,839493;31,371018;77,96626;21,01793;84,036291;28,633983;
18/08/2020 15:37:37,066;15:37:37;48,05;34,608463;-48,063789;33,837645;31,371326;78,017703;20,966491;84,036291;28,685429;
18/08/2020 15:37:38,065;15:37:38;48,07;34,609696;-48,065293;33,836104;31,368863;78,172033;21,01793;83,881964;28,788321;
18/08/2020 15:37:39,065;15:37:39;48,08;34,607539;-48,064541;33,834872;31,370094;78,172033;21,01793;83,984848;28,685429;
18/08/2020 15:37:40,065;15:37:40;48,10;34,60985;-48,065142;33,83441;31,36994;78,017703;21,06937;83,933406;28,633983;
18/08/2020 15:37:41,065;15:37:41;48,12;34,607539;-48,053864;33,833486;31,369479;77,96626;20,915052;84,036291;28,736875;
18/08/2020 15:37:42,065;15:37:42;48,13;34,608463;-48,059278;33,83364;31,369017;77,914817;21,06937;83,984848;28,685429;
18/08/2020 15:37:43,065;15:37:43;48,15;34,608155;-48,061383;33,835026;31,368093;77,96626;21,06937;83,881964;28,685429;
18/08/2020 15:37:44,066;15:37:44;48,17;34,608463;-48,059729;33,831792;31,368401;78,017703;20,966491;83,933406;28,736875;
18/08/2020 15:37:45,065;15:37:45;48,18;34,608771;-48,062736;33,8321;31,368247;77,96626;21,01793;83,933406;28,633983;
18/08/2020 15:37:46,066;15:37:46;48,20;34,608617;-48,069202;33,831792;31,367785;78,017703;21,01793;83,933406;28,736875;
18/08/2020 15:37:47,066;15:37:47;48,22;34,607539;-48,06424;33,830251;31,367016;77,96626;20,915052;84,036291;28,736875;
18/08/2020 15:37:48,066;15:37:48;48,23;34,606922;-48,06033;33,829789;31,3664;78,017703;21,01793;83,984848;28,633983;
18/08/2020 15:37:49,065;15:37:49;48,25;34,607231;-48,062436;33,830097;31,36717;78,017703;20,915052;83,933406;28,839767;
18/08/2020 15:37:50,066;15:37:50;48,27;34,605536;-48,064541;33,829019;31,36717;78,069147;20,966491;84,036291;28,633983;
18/08/2020 15:37:51,065;15:37:51;48,28;34,605382;-48,061684;33,828865;31,367324;78,017703;20,966491;83,933406;28,685429;
18/08/2020 15:37:52,066;15:37:52;48,30;34,605844;-48,071608;33,827787;31,365169;78,069147;20,966491;83,984848;28,685429;
18/08/2020 15:37:53,066;15:37:53;48,32;34,603533;-48,056571;33,827787;31,367324;78,12059;21,01793;83,984848;28,633983;
18/08/2020 15:37:54,066;15:37:54;48,33;34,605074;-48,056571;33,828557;31,365938;78,017703;21,06937;84,036291;28,685429;
18/08/2020 15:37:55,065;15:37:55;48,35;34,605074;-48,060781;33,828095;31,367939;78,12059;21,01793;84,036291;28,633983;
18/08/2020 15:37:56,066;15:37:56;48,37;34,605074;-48,054616;33,828249;31,365784;78,017703;21,01793;83,984848;28,685429;
18/08/2020 15:37:57,065;15:37:57;48,38;34,604149;-48,054767;33,828095;31,366246;77,96626;21,01793;83,933406;28,685429;
18/08/2020 15:37:58,065;15:37:58;48,40;34,604766;-48,050256;33,828557;31,365938;77,96626;21,06937;84,036291;28,685429;
18/08/2020 15:37:59,065;15:37:59;48,42;34,604766;-48,05206;33,829019;31,365938;78,069147;21,06937;83,933406;28,685429;
18/08/2020 15:38:00,065;15:38:00;48,43;34,60492;-48,053564;33,829943;31,366554;78,017703;21,01793;84,036291;28,736875;
18/08/2020 15:38:01,064;15:38:01;48,45;34,604612;-48,058376;33,831484;31,368709;77,96626;20,915052;83,933406;28,788321;
18/08/2020 15:38:02,065;15:38:02;48,47;34,604766;-48,058526;33,832408;31,370248;77,96626;20,915052;83,933406;28,685429;
18/08/2020 15:38:03,066;15:38:03;48,48;34,603995;-48,059879;33,8321;31,371788;78,017703;21,01793;84,139175;28,736875;
18/08/2020 15:38:04,064;15:38:04;48,50;34,603225;-48,063338;33,831638;31,371941;78,069147;20,966491;83,933406;28,633983;
18/08/2020 15:38:05,065;15:38:05;48,52;34,603687;-48,06003;33,834564;31,37425;78,017703;21,01793;84,036291;28,685429;
18/08/2020 15:38:06,064;15:38:06;48,53;34,603379;-48,06033;33,83672;31,377175;78,12059;21,01793;83,984848;28,633983;
18/08/2020 15:38:07,065;15:38:07;48,55;34,603995;-48,05612;33,837491;31,377175;78,12059;20,966491;83,933406;28,685429;
18/08/2020 15:38:08,066;15:38:08;48,57;34,602763;-48,060481;33,838877;31,378252;78,017703;20,915052;84,036291;28,788321;
18/08/2020 15:38:09,065;15:38:09;48,58;34,60492;-48,058827;33,840725;31,380561;78,069147;21,01793;84,036291;28,633983;
18/08/2020 15:38:10,065;15:38:10;48,60;34,605536;-48,059729;33,840725;31,380407;78,069147;21,01793;84,036291;28,736875;
18/08/2020 15:38:11,066;15:38:11;48,62;34,604303;-48,054616;33,840417;31,381331;77,96626;20,915052;83,984848;28,736875;
18/08/2020 15:38:12,065;15:38:12;48,63;34,603687;-48,057022;33,841341;31,382408;77,96626;20,966491;83,933406;28,633983;
18/08/2020 15:38:13,065;15:38:13;48,65;34,604766;-48,054616;33,844576;31,385179;78,326363;20,966491;83,933406;28,685429;
18/08/2020 15:38:14,066;15:38:14;48,67;34,603687;-48,055519;33,844422;31,385641;77,96626;21,01793;83,984848;28,633983;
18/08/2020 15:38:15,066;15:38:15;48,68;34,603995;-48,055669;33,846116;31,386564;77,96626;20,966491;83,933406;28,633983;
18/08/2020 15:38:16,065;15:38:16;48,70;34,603841;-48,055669;33,847348;31,387488;77,96626;21,01793;83,984848;28,788321;
18/08/2020 15:38:17,065;15:38:17;48,72;34,605074;-48,049504;33,84781;31,387334;78,069147;21,01793;84,139175;28,633983;
18/08/2020 15:38:18,065;15:38:18;48,73;34,605228;-48,057022;33,848118;31,388565;78,017703;20,966491;83,984848;28,685429;
18/08/2020 15:38:19,065;15:38:19;48,75;34,60569;-48,05627;33,847502;31,389181;77,96626;20,915052;83,984848;28,685429;
18/08/2020 15:38:20,066;15:38:20;48,77;34,605536;-48,05612;33,847502;31,38795;78,017703;21,01793;84,24206;28,736875;
18/08/2020 15:38:21,066;15:38:21;48,78;34,60646;-48,060481;33,847502;31,389643;78,017703;20,915052;84,036291;28,736875;
18/08/2020 15:38:22,066;15:38:22;48,80;34,605998;-48,06003;33,846886;31,391028;78,069147;21,01793;83,984848;28,736875;
18/08/2020 15:38:23,066;15:38:23;48,82;34,604457;-48,059278;33,846424;31,391336;78,069147;21,01793;84,087733;28,788321;
18/08/2020 15:38:24,065;15:38:24;48,83;34,604766;-48,060631;33,845962;31,39226;78,069147;21,01793;84,190618;28,736875;
18/08/2020 15:38:25,065;15:38:25;48,85;34,604149;-48,051759;33,847502;31,39226;77,96626;20,966491;84,139175;28,685429;
18/08/2020 15:38:26,065;15:38:26;48,87;34,603533;-48,053263;33,846886;31,395954;78,017703;21,01793;84,087733;28,685429;
18/08/2020 15:38:27,065;15:38:27;48,88;34,604457;-48,05627;33,849196;31,396108;78,017703;21,06937;84,190618;28,685429;
18/08/2020 15:38:28,065;15:38:28;48,90;34,604303;-48,05597;33,848272;31,396416;78,069147;21,01793;84,087733;28,736875;
18/08/2020 15:38:29,065;15:38:29;48,92;34,604457;-48,062887;33,847964;31,396723;77,96626;21,172248;84,139175;28,736875;
18/08/2020 15:38:30,064;15:38:30;48,93;34,603687;-48,063488;33,851045;31,398571;77,96626;21,01793;84,139175;28,582537;
18/08/2020 15:38:31,066;15:38:31;48,95;34,603225;-48,058526;33,84935;31,399956;77,96626;20,915052;84,139175;28,788321;
18/08/2020 15:38:32,065;15:38:32;48,97;34,603225;-48,055519;33,851353;31,400725;77,914817;20,915052;84,139175;28,736875;
18/08/2020 15:38:33,065;15:38:33;48,98;34,602147;-48,060481;33,849967;31,399186;77,914817;20,915052;84,036291;28,736875;
18/08/2020 15:38:34,065;15:38:34;49,00;34,603225;-48,055218;33,850429;31,399802;78,017703;20,966491;84,087733;28,736875;
18/08/2020 15:38:35,065;15:38:35;49,02;34,602455;-48,057624;33,852277;31,398724;78,017703;21,01793;84,190618;28,685429;
18/08/2020 15:38:36,064;15:38:36;49,03;34,604149;-48,062436;33,849659;31,398417;77,96626;21,01793;84,139175;28,685429;
18/08/2020 15:38:37,064;15:38:37;49,05;34,603841;-48,061383;33,850737;31,398417;78,069147;21,06937;84,190618;28,736875;
18/08/2020 15:38:38,065;15:38:38;49,07;34,603841;-48,063037;33,849813;31,397493;77,96626;20,966491;84,139175;28,685429;
18/08/2020 15:38:39,064;15:38:39;49,08;34,605998;-48,054767;33,851661;31,394722;78,017703;21,01793;84,139175;28,788321;
18/08/2020 15:38:40,065;15:38:40;49,10;34,603071;-48,061383;33,849813;31,391644;78,069147;21,01793;84,24206;28,736875;
18/08/2020 15:38:41,065;15:38:41;49,12;34,603533;-48,050857;33,848272;31,389335;78,017703;21,01793;84,036291;28,685429;
18/08/2020 15:38:42,064;15:38:42;49,13;34,601222;-48,058376;33,848272;31,388565;78,017703;21,01793;84,139175;28,685429;
18/08/2020 15:38:43,064;15:38:43;49,15;34,602301;-48,054767;33,84781;31,382716;78,017703;20,966491;84,036291;28,685429;
18/08/2020 15:38:44,064;15:38:44;49,17;34,601376;-48,034016;33,845808;31,380561;78,017703;21,01793;84,139175;28,736875;
18/08/2020 15:38:45,065;15:38:45;49,18;34,602917;-48,05627;33,846732;31,378406;78,017703;20,966491;84,139175;28,685429;
18/08/2020 15:38:46,065;15:38:46;49,20;34,602917;-48,052361;33,8455;31,377945;78,069147;21,01793;84,087733;28,736875;
18/08/2020 15:38:47,065;15:38:47;49,22;34,602763;-48,059579;33,845808;31,375328;77,914817;20,966491;84,087733;28,736875;
18/08/2020 15:38:48,065;15:38:48;49,23;34,602609;-48,049654;33,843035;31,371634;78,017703;20,966491;84,087733;28,685429;
18/08/2020 15:38:49,065;15:38:49;49,25;34,602301;-48,052812;33,841033;31,368863;78,069147;20,966491;84,139175;28,685429;
18/08/2020 15:38:50,064;15:38:50;49,27;34,60153;-48,051158;33,840417;31,364861;77,96626;21,01793;84,293502;28,736875;
18/08/2020 15:38:51,065;15:38:51;49,28;34,602609;-48,054917;33,839647;31,364091;78,069147;20,915052;84,036291;28,633983;
18/08/2020 15:38:52,064;15:38:52;49,30;34,601068;-48,055819;33,835026;31,361782;78,017703;21,01793;84,036291;28,685429;
18/08/2020 15:38:53,066;15:38:53;49,32;34,601068;-48,060932;33,835026;31,356857;78,017703;20,966491;84,190618;28,685429;
18/08/2020 15:38:54,064;15:38:54;49,33;34,600298;-48,041233;33,832562;31,355164;78,069147;20,966491;84,087733;28,736875;
18/08/2020 15:38:55,065;15:38:55;49,35;34,601838;-48,03191;33,831946;31,354548;78,069147;21,01793;84,190618;28,788321;
18/08/2020 15:38:56,064;15:38:56;49,37;34,600914;-48,045293;33,829327;31,351931;78,017703;20,966491;84,190618;28,633983;
18/08/2020 15:38:57,064;15:38:57;49,38;34,601992;-48,051007;33,828403;31,35147;77,96626;21,01793;84,036291;28,736875;
18/08/2020 15:38:58,065;15:38:58;49,40;34,601684;-48,038226;33,826863;31,350238;77,96626;20,966491;84,190618;28,685429;
18/08/2020 15:38:59,064;15:38:59;49,42;34,601684;-48,047549;33,824861;31,34993;77,96626;21,01793;84,087733;28,736875;
18/08/2020 15:39:00,065;15:39:00;49,43;34,601684;-48,039128;33,822858;31,347621;78,017703;21,01793;84,139175;28,685429;
18/08/2020 15:39:01,064;15:39:01;49,45;34,602147;-48,047699;33,82178;31,346236;77,914817;20,915052;84,087733;28,685429;
18/08/2020 15:39:02,065;15:39:02;49,47;34,602147;-48,048451;33,821318;31,344851;77,96626;21,01793;84,036291;28,736875;
18/08/2020 15:39:03,066;15:39:03;49,48;34,601222;-48,032512;33,820548;31,346544;77,96626;20,966491;84,139175;28,685429;
18/08/2020 15:39:04,065;15:39:04;49,50;34,602147;-48,036873;33,819778;31,346698;78,172033;21,01793;84,087733;28,633983;
18/08/2020 15:39:05,065;15:39:05;49,52;34,603225;-48,026046;33,81947;31,345313;78,017703;21,01793;84,087733;28,788321;
18/08/2020 15:39:06,065;15:39:06;49,53;34,604303;-48,036722;33,8187;31,344235;78,069147;21,01793;84,087733;28,633983;
18/08/2020 15:39:07,064;15:39:07;49,55;34,604303;-48,040933;33,817467;31,343773;78,017703;21,06937;84,190618;28,736875;
18/08/2020 15:39:08,066;15:39:08;49,57;34,603687;-48,043489;33,818084;31,345005;78,069147;21,01793;84,139175;28,736875;
18/08/2020 15:39:09,065;15:39:09;49,58;34,602455;-48,040933;33,815157;31,341465;77,96626;21,06937;84,139175;28,633983;
18/08/2020 15:39:10,065;15:39:10;49,60;34,602609;-48,040482;33,814233;31,339617;77,96626;20,966491;84,087733;28,685429;
18/08/2020 15:39:11,066;15:39:11;49,62;34,602917;-48,040632;33,812231;31,33854;78,017703;21,01793;84,139175;28,736875;
18/08/2020 15:39:12,064;15:39:12;49,63;34,602301;-48,042136;33,812231;31,337155;78,017703;20,966491;84,036291;28,633983;
18/08/2020 15:39:13,064;15:39:13;49,65;34,601222;-48,041685;33,810074;31,332537;78,017703;20,966491;84,190618;28,685429;
18/08/2020 15:39:14,065;15:39:14;49,67;34,601376;-48,040181;33,808534;31,330998;77,96626;20,915052;84,139175;28,633983;
18/08/2020 15:39:15,065;15:39:15;49,68;34,601068;-48,04379;33,80761;31,327765;78,017703;20,966491;84,087733;28,685429;
18/08/2020 15:39:16,064;15:39:16;49,70;34,601376;-48,041083;33,807148;31,326996;78,017703;21,01793;84,139175;28,685429;
18/08/2020 15:39:17,064;15:39:17;49,72;34,601222;-48,040782;33,80607;31,323609;78,069147;21,01793;84,036291;28,685429;
18/08/2020 15:39:18,065;15:39:18;49,73;34,599065;-48,04003;33,804376;31,323609;78,017703;20,966491;84,139175;28,736875;
18/08/2020 15:39:19,064;15:39:19;49,75;34,600298;-48,036873;33,803451;31,322224;78,017703;20,966491;84,036291;28,633983;
18/08/2020 15:39:20,064;15:39:20;49,77;34,598449;-48,017174;33,802989;31,321301;78,12059;21,01793;84,139175;28,736875;
18/08/2020 15:39:21,066;15:39:21;49,78;34,598449;-48,013565;33,802219;31,318838;78,017703;21,01793;84,139175;28,582537;
18/08/2020 15:39:22,064;15:39:22;49,80;34,599373;-48,034166;33,800525;31,318992;78,017703;20,966491;84,036291;28,685429;
18/08/2020 15:39:23,065;15:39:23;49,82;34,599219;-48,021535;33,800833;31,317299;77,96626;20,966491;84,139175;28,736875;
18/08/2020 15:39:24,064;15:39:24;49,83;34,599219;-48,011761;33,801295;31,317145;77,863374;21,01793;84,036291;28,582537;
18/08/2020 15:39:25,064;15:39:25;49,85;34,599373;-48,020933;33,799293;31,316837;77,96626;21,01793;84,087733;28,685429;
18/08/2020 15:39:26,064;15:39:26;49,87;34,598141;-48,020482;33,799139;31,314836;78,017703;20,966491;84,139175;28,633983;
18/08/2020 15:39:27,065;15:39:27;49,88;34,598911;-48,029204;33,798523;31,314528;77,914817;20,966491;84,139175;28,685429;
18/08/2020 15:39:28,064;15:39:28;49,90;34,598603;-48,02379;33,797753;31,312219;78,017703;20,966491;84,036291;28,736875;
18/08/2020 15:39:29,064;15:39:29;49,92;34,600298;-48,011911;33,79729;31,31145;77,96626;20,915052;84,190618;28,685429;
18/08/2020 15:39:30,064;15:39:30;49,93;34,599373;-48,01973;33,795904;31,309603;77,96626;20,966491;84,190618;28,788321;
18/08/2020 15:39:31,065;15:39:31;49,95;34,598757;-48,015971;33,795442;31,307909;78,069147;20,966491;84,139175;28,736875;
18/08/2020 15:39:32,065;15:39:32;49,97;34,599682;-48,016422;33,795288;31,308525;78,017703;21,06937;84,087733;28,685429;
18/08/2020 15:39:33,064;15:39:33;49,98;34,600452;-48,014167;33,794826;31,307602;78,017703;21,01793;84,190618;28,788321;
18/08/2020 15:39:34,064;15:39:34;50,00;34,599065;-48,014317;33,79421;31,306062;78,069147;21,06937;84,139175;28,582537;
18/08/2020 15:39:35,064;15:39:35;50,02;34,597833;-48,021685;33,793132;31,308371;78,017703;21,01793;84,139175;28,736875;
18/08/2020 15:39:36,064;15:39:36;50,03;34,597525;-48,013716;33,79267;31,305755;78,017703;20,966491;84,190618;28,633983;
