Time;Hora;Tempo (min);PT100 1 [ºC];PT100 2 [ºC];PT100 3 [ºC];PT100 4 [ºC];Umidade 1 [%];Temp. TH 1 [ºC];Umidade 2 [%];Temp. TH 2 [ºC];
18/08/2020 14:52:53,070;14:52:53;3,32;34,835557;-48,871327;29,737565;28,032362;75,239769;21,429443;60,938694;23,900942;
18/08/2020 14:52:54,070;14:52:54;3,33;34,835865;-48,876739;29,766948;28,050046;75,239769;21,429443;61,041578;23,900942;
18/08/2020 14:52:55,071;14:52:55;3,35;34,83417;-48,865314;29,782024;28,05835;75,496986;21,429443;61,041578;23,900942;
18/08/2020 14:52:56,071;14:52:56;3,37;34,833708;-48,868771;29,7951;28,065885;75,445542;21,429443;61,09302;23,849495;
18/08/2020 14:52:57,070;14:52:57;3,38;34,833091;-48,872079;29,810022;28,075726;75,188326;21,429443;61,195905;23,900942;
18/08/2020 14:52:58,070;14:52:58;3,40;34,833091;-48,866216;29,837867;28,093256;75,445542;21,378004;61,144463;23,798049;
18/08/2020 14:52:59,070;14:52:59;3,42;34,833091;-48,864261;29,851405;28,104174;75,548429;21,429443;61,09302;23,798049;
18/08/2020 14:53:00,070;14:53:00;3,43;34,833091;-48,866516;29,864636;28,112632;75,496986;21,429443;61,09302;23,746603;
18/08/2020 14:53:01,069;14:53:01;3,45;34,831859;-48,866516;29,877251;28,125241;75,445542;21,480882;61,29879;23,952388;
18/08/2020 14:53:02,071;14:53:02;3,47;34,831551;-48,863209;29,904481;28,146001;75,496986;21,429443;61,401674;23,900942;
18/08/2020 14:53:03,070;14:53:03;3,48;34,831397;-48,864562;29,91925;28,157688;75,496986;21,429443;61,453117;23,952388;
18/08/2020 14:53:04,070;14:53:04;3,50;34,830626;-48,857196;29,93125;28,16999;75,394099;21,429443;61,453117;24,003834;
18/08/2020 14:53:05,069;14:53:05;3,52;34,828469;-48,854039;29,943096;28,182754;75,445542;21,378004;61,710328;23,952388;
18/08/2020 14:53:06,070;14:53:06;3,53;34,828315;-48,861104;29,969558;28,205206;75,496986;21,429443;61,710328;23,952388;
18/08/2020 14:53:07,071;14:53:07;3,55;34,826004;-48,858549;29,983404;28,216432;75,394099;21,480882;61,607444;24,003834;
18/08/2020 14:53:08,071;14:53:08;3,57;34,826312;-48,849378;29,996942;28,228273;75,394099;21,429443;61,658886;24,003834;
18/08/2020 14:53:09,070;14:53:09;3,58;34,825696;-48,857496;30,010635;28,240575;75,445542;21,429443;61,710328;23,900942;
18/08/2020 14:53:10,070;14:53:10;3,60;34,825696;-48,854039;30,02402;28,250725;75,496986;21,429443;61,864655;23,952388;
18/08/2020 14:53:11,070;14:53:11;3,62;34,824618;-48,870275;30,048789;28,271485;75,394099;21,429443;61,864655;23,952388;
18/08/2020 14:53:12,071;14:53:12;3,63;34,825388;-48,88636;30,061867;28,278559;75,394099;21,378004;61,916097;24,003834;
18/08/2020 14:53:13,070;14:53:13;3,65;34,825234;-48,867118;30,072175;28,287479;75,445542;21,480882;61,916097;24,003834;
18/08/2020 14:53:14,071;14:53:14;3,67;34,825388;-48,871327;30,084944;28,293938;75,394099;21,480882;61,96754;23,952388;
18/08/2020 14:53:15,070;14:53:15;3,68;34,824926;-48,902747;30,107407;28,308855;75,445542;21,429443;62,018982;24,05528;
18/08/2020 14:53:16,071;14:53:16;3,70;34,824926;-48,891472;30,120331;28,316698;75,496986;21,378004;62,070424;24,05528;
18/08/2020 14:53:17,071;14:53:17;3,72;34,825234;-48,896884;30,131716;28,322388;75,651315;21,429443;62,121867;24,158172;
18/08/2020 14:53:18,069;14:53:18;3,73;34,823847;-48,907106;30,142486;28,329923;75,548429;21,429443;62,224751;24,106726;
18/08/2020 14:53:19,071;14:53:19;3,75;34,824309;-48,897034;30,164179;28,343149;75,548429;21,378004;62,327636;24,05528;
18/08/2020 14:53:20,070;14:53:20;3,77;34,824001;-48,896282;30,176641;28,351607;75,599872;21,378004;62,327636;24,106726;
18/08/2020 14:53:21,071;14:53:21;3,78;34,823693;-48,883654;30,186488;28,35822;75,651315;21,378004;62,327636;24,106726;
18/08/2020 14:53:22,070;14:53:22;3,80;34,824155;-48,891171;30,197104;28,364525;75,599872;21,429443;62,430521;24,106726;
18/08/2020 14:53:23,070;14:53:23;3,82;34,823385;-48,887262;30,218029;28,37652;75,548429;21,378004;62,533405;24,106726;
18/08/2020 14:53:24,070;14:53:24;3,83;34,823385;-48,891923;30,227568;28,383748;75,702758;21,378004;62,63629;24,106726;
18/08/2020 14:53:25,069;14:53:25;3,85;34,823539;-48,889066;30,236646;28,388977;75,496986;21,429443;62,63629;24,158172;
18/08/2020 14:53:26,070;14:53:26;3,87;34,823847;-48,873131;30,247878;28,397282;75,496986;21,378004;62,533405;24,05528;
18/08/2020 14:53:27,070;14:53:27;3,88;34,824309;-48,88621;30,257571;28,403741;75,599872;21,326565;62,63629;24,209618;
18/08/2020 14:53:28,071;14:53:28;3,90;34,822306;-48,870876;30,279727;28,419889;75,651315;21,378004;62,739174;24,209618;
18/08/2020 14:53:29,070;14:53:29;3,92;34,823385;-48,882001;30,289574;28,430654;75,496986;21,378004;62,790617;24,209618;
18/08/2020 14:53:30,070;14:53:30;3,93;34,823385;-48,861555;30,299267;28,437267;75,496986;21,326565;62,842059;24,209618;
18/08/2020 14:53:31,070;14:53:31;3,95;34,821844;-48,862457;30,311422;28,445879;75,548429;21,378004;62,944944;24,158172;
18/08/2020 14:53:32,070;14:53:32;3,97;34,821844;-48,856745;30,331732;28,464795;75,548429;21,378004;63,047828;24,261064;
18/08/2020 14:53:33,070;14:53:33;3,98;34,822461;-48,856594;30,343118;28,474177;75,599872;21,378004;63,150713;24,158172;
18/08/2020 14:53:34,070;14:53:34;4,00;34,822306;-48,864863;30,352965;28,485404;75,496986;21,326565;63,047828;24,158172;
18/08/2020 14:53:35,070;14:53:35;4,02;34,82169;-48,848777;30,363889;28,494477;75,599872;21,378004;63,202155;24,209618;
18/08/2020 14:53:36,071;14:53:36;4,03;34,82169;-48,854039;30,384969;28,516162;75,702758;21,378004;63,202155;24,158172;
18/08/2020 14:53:37,069;14:53:37;4,05;34,82169;-48,854189;30,394663;28,526005;75,754202;21,326565;63,202155;24,31251;
18/08/2020 14:53:38,070;14:53:38;4,07;34,821536;-48,852535;30,405433;28,536924;75,548429;21,378004;63,253597;24,261064;
18/08/2020 14:53:39,070;14:53:39;4,08;34,821998;-48,85464;30,415281;28,549843;75,702758;21,429443;63,30504;24,31251;
18/08/2020 14:53:40,069;14:53:40;4,10;34,819533;-48,855843;30,435745;28,577065;75,651315;21,326565;63,356482;24,363956;
18/08/2020 14:53:41,070;14:53:41;4,12;34,821382;-48,840208;30,446977;28,590445;75,651315;21,326565;63,30504;24,31251;
18/08/2020 14:53:42,070;14:53:42;4,13;34,819841;-48,858549;30,458979;28,603364;75,754202;21,378004;63,459367;24,261064;
18/08/2020 14:53:43,069;14:53:43;4,15;34,819225;-48,844567;30,469904;28,615976;75,702758;21,429443;63,510809;24,415403;
18/08/2020 14:53:44,070;14:53:44;4,17;34,82092;-48,866216;30,479752;28,628126;75,702758;21,429443;63,510809;24,31251;
18/08/2020 14:53:45,070;14:53:45;4,18;34,817838;-48,852535;30,502217;28,647658;75,702758;21,378004;63,613694;24,31251;
18/08/2020 14:53:46,069;14:53:46;4,20;34,818763;-48,85915;30,515142;28,655502;75,702758;21,378004;63,613694;24,261064;
18/08/2020 14:53:47,070;14:53:47;4,22;34,818455;-48,858248;30,529298;28,66473;75,702758;21,429443;63,665136;24,261064;
18/08/2020 14:53:48,070;14:53:48;4,23;34,817992;-48,852535;30,542377;28,671497;75,702758;21,378004;63,768021;24,363956;
18/08/2020 14:53:49,069;14:53:49;4,25;34,816606;-48,861255;30,569305;28,690876;75,754202;21,378004;63,665136;24,31251;
18/08/2020 14:53:50,070;14:53:50;4,27;34,816452;-48,859751;30,581153;28,699643;75,702758;21,378004;63,716578;24,31251;
18/08/2020 14:53:51,070;14:53:51;4,28;34,81753;-48,853588;30,592694;28,709025;75,651315;21,326565;63,819463;24,31251;
18/08/2020 14:53:52,070;14:53:52;4,30;34,817684;-48,85479;30,60562;28,716407;75,651315;21,275126;63,870905;24,415403;
18/08/2020 14:53:53,070;14:53:53;4,32;34,817222;-48,862758;30,629932;28,733633;75,754202;21,378004;64,025232;24,363956;
18/08/2020 14:53:54,070;14:53:54;4,33;34,815527;-48,867418;30,643165;28,741477;75,702758;21,378004;64,025232;24,31251;
18/08/2020 14:53:55,070;14:53:55;4,35;34,816606;-48,866216;30,652552;28,753013;75,754202;21,326565;64,076674;24,415403;
18/08/2020 14:53:56,069;14:53:56;4,37;34,816144;-48,862457;30,663939;28,763471;75,702758;21,378004;64,179559;24,415403;
18/08/2020 14:53:57,070;14:53:57;4,38;34,815836;-48,870876;30,687021;28,785004;75,702758;21,429443;64,231001;24,466849;
18/08/2020 14:53:58,070;14:53:58;4,40;34,816144;-48,867418;30,700562;28,797155;75,702758;21,326565;64,231001;24,415403;
18/08/2020 14:53:59,069;14:53:59;4,42;34,814603;-48,871628;30,712257;28,808844;75,702758;21,326565;64,179559;24,363956;
18/08/2020 14:54:00,070;14:54:00;4,43;34,814757;-48,86381;30,722413;28,820534;75,754202;21,378004;64,436771;24,363956;
18/08/2020 14:54:01,070;14:54:01;4,45;34,81599;-48,876288;30,735647;28,829454;75,702758;21,378004;64,488213;24,466849;
18/08/2020 14:54:02,069;14:54:02;4,47;34,814141;-48,880648;30,759345;28,84745;75,651315;21,378004;64,436771;24,466849;
18/08/2020 14:54:03,070;14:54:03;4,48;34,813987;-48,883654;30,771963;28,856525;75,702758;21,326565;64,333886;24,466849;
18/08/2020 14:54:04,070;14:54:04;4,50;34,813524;-48,872229;30,782274;28,866984;75,754202;21,378004;64,539655;24,466849;
18/08/2020 14:54:05,069;14:54:05;4,52;34,812446;-48,870876;30,792738;28,87652;75,651315;21,378004;64,64254;24,415403;
18/08/2020 14:54:06,070;14:54:06;4,53;34,811676;-48,875536;30,814282;28,895746;75,651315;21,326565;64,693982;24,466849;
18/08/2020 14:54:07,070;14:54:07;4,55;34,811522;-48,884406;30,823822;28,903745;75,702758;21,326565;64,848309;24,466849;
18/08/2020 14:54:08,069;14:54:08;4,57;34,812446;-48,881249;30,833979;28,91082;75,702758;21,378004;64,796867;24,415403;
18/08/2020 14:54:09,070;14:54:09;4,58;34,812754;-48,883805;30,843212;28,919741;75,702758;21,378004;64,64254;24,569741;
18/08/2020 14:54:10,070;14:54:10;4,60;34,810905;-48,885609;30,86291;28,929893;75,702758;21,326565;64,848309;24,415403;
18/08/2020 14:54:11,069;14:54:11;4,62;34,811522;-48,88621;30,870912;28,936814;75,702758;21,429443;64,899751;24,466849;
18/08/2020 14:54:12,070;14:54:12;4,63;34,809365;-48,884105;30,881222;28,942198;75,702758;21,378004;64,848309;24,466849;
18/08/2020 14:54:13,070;14:54:13;4,65;34,80844;-48,888164;30,891533;28,947889;75,651315;21,275126;65,054078;24,518295;
18/08/2020 14:54:14,069;14:54:14;4,67;34,807054;-48,886811;30,899073;28,953887;75,702758;21,275126;65,054078;24,569741;
18/08/2020 14:54:15,070;14:54:15;4,68;34,805667;-48,891923;30,918002;28,967577;75,702758;21,378004;65,208405;24,569741;
18/08/2020 14:54:16,070;14:54:16;4,70;34,805821;-48,888315;30,928466;28,975114;75,651315;21,378004;65,208405;24,621187;
18/08/2020 14:54:17,069;14:54:17;4,72;34,805051;-48,892223;30,936161;28,980805;75,651315;21,326565;65,208405;24,621187;
18/08/2020 14:54:18,070;14:54:18;4,73;34,803356;-48,897034;30,945548;28,986496;75,651315;21,326565;65,362732;24,621187;
18/08/2020 14:54:19,070;14:54:19;4,75;34,803664;-48,895681;30,9634;28,996494;75,702758;21,378004;65,362732;24,518295;
18/08/2020 14:54:20,070;14:54:20;4,77;34,801815;-48,898688;30,972018;29,001724;75,651315;21,429443;65,259848;24,621187;
18/08/2020 14:54:21,070;14:54:21;4,78;34,801661;-48,899289;30,981405;29,007876;75,651315;21,378004;65,517059;24,518295;
18/08/2020 14:54:22,070;14:54:22;4,80;34,801815;-48,892975;30,989869;29,013721;75,651315;21,378004;65,414174;24,518295;
18/08/2020 14:54:23,070;14:54:23;4,82;34,801969;-48,89989;31,007105;29,026488;75,702758;21,378004;65,414174;24,518295;
18/08/2020 14:54:24,070;14:54:24;4,83;34,801045;-48,900041;31,017878;29,031257;75,702758;21,378004;65,568501;24,672633;
18/08/2020 14:54:25,070;14:54:25;4,85;34,800891;-48,909512;31,027112;29,035256;75,599872;21,378004;65,619944;24,621187;
18/08/2020 14:54:26,070;14:54:26;4,87;34,801661;-48,901394;31,033421;29,040486;75,702758;21,378004;65,825713;24,621187;
18/08/2020 14:54:49,129;14:54:49;5,25;34,799812;-48,912969;31,204404;29,162619;75,805645;21,480882;66,64879;24,775525;
18/08/2020 14:55:10,490;14:55:10;5,61;34,79442;-48,938676;31,366775;29,283065;75,805645;21,326565;67,626194;24,98131;
18/08/2020 14:55:29,059;14:55:29;5,92;34,786408;-49,046461;31,571175;29,532123;75,805645;21,326565;68,140617;25,084202;
18/08/2020 14:55:39,028;14:55:39;6,08;34,782865;-49,185661;31,707859;29,679659;75,805645;21,326565;68,552155;25,187094;
18/08/2020 14:55:46,907;14:55:47;6,21;34,782248;-49,268185;31,811299;29,804893;75,805645;21,326565;68,809367;25,289986;
18/08/2020 14:55:58,757;14:55:59;6,41;34,782248;-49,383476;31,969852;29,947825;75,805645;21,326565;69,169463;25,341432;
18/08/2020 14:56:10,638;14:56:11;6,61;34,771618;-49,55137;32,107629;30,062145;75,857088;21,223687;69,683886;25,341432;
18/08/2020 14:56:16,353;14:56:16;6,70;34,76869;-49,614948;32,155814;30,110612;75,805645;21,172248;69,735329;25,392878;
18/08/2020 14:56:17,990;14:56:18;6,73;34,766533;-49,636291;32,170593;30,123999;75,908531;21,275126;69,735329;25,444325;
18/08/2020 14:56:20,919;14:56:21;6,78;34,766841;-49,664697;32,194609;30,150772;75,805645;21,223687;69,941098;25,444325;
18/08/2020 14:56:23,112;14:56:23;6,82;34,766687;-49,682282;32,212929;30,169082;75,959975;21,223687;69,838213;25,495771;
18/08/2020 14:56:26,381;14:56:26;6,87;34,76453;-49,70122;32,235868;30,1877;75,959975;21,326565;70,095425;25,495771;
18/08/2020 14:56:28,119;14:56:28;6,90;34,766225;-49,715949;32,243411;30,192163;76,011418;21,275126;69,99254;25,547217;
18/08/2020 14:56:30,294;14:56:30;6,94;34,766841;-49,716851;32,256343;30,208011;76,011418;21,275126;70,043982;25,547217;
18/08/2020 14:56:31,521;14:56:32;6,96;34,76715;-49,723313;32,25973;30,212935;76,114304;21,378004;69,99254;25,495771;
18/08/2020 14:56:33,466;14:56:33;6,99;34,765917;-49,739545;32,272508;30,227861;75,959975;21,223687;70,249752;25,547217;
18/08/2020 14:56:38,228;14:56:38;7,07;34,766379;-49,765246;32,298218;30,260482;75,959975;21,275126;70,301194;25,598663;
18/08/2020 14:56:40,385;14:56:40;7,11;34,765763;-49,776067;32,307302;30,27233;75,959975;21,223687;70,198309;25,598663;
18/08/2020 14:56:41,317;14:56:41;7,12;34,768074;-49,784333;32,312998;30,275561;76,062861;21,275126;70,146867;25,598663;
18/08/2020 14:56:43,062;14:56:43;7,15;34,766687;-49,792599;32,323159;30,286179;75,959975;21,378004;70,301194;25,598663;
18/08/2020 14:56:45,227;14:56:45;7,19;34,764376;-49,79801;32,334859;30,296027;76,062861;21,223687;70,352636;25,650109;
18/08/2020 14:56:47,672;14:56:48;7,23;34,764684;-49,813791;32,346406;30,304182;75,959975;21,275126;70,352636;25,650109;
18/08/2020 14:56:48,806;14:56:49;7,25;34,763452;-49,814693;32,353334;30,310491;75,959975;21,275126;70,404079;25,650109;
18/08/2020 14:56:49,645;14:56:50;7,26;34,763452;-49,814091;32,357337;30,313415;75,959975;21,275126;70,455521;25,650109;
18/08/2020 14:56:50,311;14:56:50;7,27;34,763452;-49,814091;32,357337;30,313415;76,011418;21,223687;70,352636;25,701555;
18/08/2020 14:56:51,544;14:56:52;7,29;34,762528;-49,828069;32,361494;30,319878;76,165747;21,275126;70,558405;25,753001;
18/08/2020 14:56:52,949;14:56:53;7,31;34,7596;-49,834531;32,366112;30,325879;75,959975;21,223687;70,558405;25,701555;
18/08/2020 14:56:54,216;14:56:54;7,34;34,760217;-49,840543;32,369038;30,328033;75,959975;21,326565;70,558405;25,701555;
18/08/2020 14:56:55,070;14:56:55;7,35;34,758984;-49,841294;32,371963;30,331264;75,959975;21,275126;70,558405;25,701555;
18/08/2020 14:56:56,069;14:56:56;7,37;34,757289;-49,847005;32,37535;30,336188;76,011418;21,275126;70,609848;25,650109;
18/08/2020 14:56:57,070;14:56:57;7,38;34,756981;-49,848208;32,379815;30,342497;75,959975;21,275126;70,558405;25,701555;
18/08/2020 14:56:58,070;14:56:58;7,40;34,756057;-49,862185;32,382432;30,346806;75,908531;21,275126;70,558405;25,650109;
18/08/2020 14:56:59,070;14:56:59;7,42;34,756057;-49,852265;32,386281;30,350653;76,011418;21,275126;70,506963;25,701555;
18/08/2020 14:57:00,872;14:57:01;7,45;34,755132;-49,856023;32,390592;30,358655;76,011418;21,223687;70,506963;25,701555;
18/08/2020 14:57:01,163;14:57:01;7,45;34,754824;-49,862786;32,392285;30,362348;76,011418;21,223687;70,455521;25,650109;
18/08/2020 14:57:02,070;14:57:02;7,47;34,753129;-49,867745;32,39521;30,366041;76,062861;21,275126;70,558405;25,753001;
18/08/2020 14:57:03,070;14:57:03;7,48;34,753746;-49,871653;32,397982;30,370965;76,011418;21,223687;70,609848;25,753001;
18/08/2020 14:57:04,070;14:57:04;7,50;34,754824;-49,877665;32,401677;30,37712;76,217191;21,223687;70,66129;25,753001;
18/08/2020 14:57:05,070;14:57:05;7,52;34,752667;-49,890139;32,408297;30,386045;76,165747;21,326565;70,66129;25,701555;
18/08/2020 14:57:06,070;14:57:06;7,53;34,752975;-49,89074;32,412454;30,388969;76,114304;21,275126;70,609848;25,753001;
18/08/2020 14:57:07,070;14:57:07;7,55;34,754054;-49,899156;32,413531;30,393585;76,114304;21,275126;70,609848;25,753001;
18/08/2020 14:57:08,071;14:57:08;7,57;34,752359;-49,893896;32,41738;30,398971;76,165747;21,326565;70,609848;25,650109;
18/08/2020 14:57:09,070;14:57:09;7,58;34,754362;-49,902462;32,424155;30,406511;76,114304;21,275126;70,558405;25,753001;
18/08/2020 14:57:10,070;14:57:10;7,60;34,7539;-49,906821;32,427388;30,411435;76,114304;21,275126;70,712732;25,804447;
18/08/2020 14:57:11,070;14:57:11;7,62;34,75544;-49,905017;32,43293;30,416206;76,114304;21,172248;70,764175;25,804447;
18/08/2020 14:57:12,071;14:57:12;7,63;34,752975;-49,90111;32,436009;30,420668;76,062861;21,275126;70,764175;25,701555;
18/08/2020 14:57:13,070;14:57:13;7,65;34,754208;-49,910127;32,44032;30,423592;76,217191;21,326565;70,815617;25,753001;
18/08/2020 14:57:14,070;14:57:14;7,67;34,754208;-49,917641;32,446479;30,43421;76,165747;21,275126;70,867059;25,753001;
18/08/2020 14:57:15,343;14:57:15;7,69;34,752513;-49,928612;32,449866;30,440519;76,165747;21,275126;70,815617;25,753001;
18/08/2020 14:57:16,070;14:57:16;7,70;34,750818;-49,928462;32,453407;30,44175;76,114304;21,275126;70,712732;25,701555;
18/08/2020 14:57:17,070;14:57:17;7,72;34,750818;-49,930115;32,45818;30,448059;76,165747;21,275126;70,764175;25,753001;
18/08/2020 14:57:18,071;14:57:18;7,73;34,752359;-49,936578;32,468803;30,456523;76,062861;21,275126;70,764175;25,804447;
18/08/2020 14:57:19,070;14:57:19;7,75;34,751897;-49,937029;32,474962;30,459754;76,114304;21,172248;70,66129;25,804447;
18/08/2020 14:57:20,070;14:57:20;7,77;34,752513;-49,939734;32,478811;30,464217;76,114304;21,172248;70,764175;25,804447;
18/08/2020 14:57:21,069;14:57:21;7,78;34,752205;-49,941086;32,48189;30,466371;76,217191;21,223687;70,867059;25,804447;
18/08/2020 14:57:22,070;14:57:22;7,80;34,75051;-49,949202;32,489434;30,473911;76,165747;21,223687;70,969944;25,753001;
18/08/2020 14:57:23,070;14:57:23;7,82;34,751897;-49,95356;32,492667;30,475142;76,114304;21,275126;70,918502;25,855893;
18/08/2020 14:57:24,069;14:57:24;7,83;34,750818;-49,950404;32,494977;30,479297;76,165747;21,223687;70,969944;25,855893;
18/08/2020 14:57:25,070;14:57:25;7,85;34,75051;-49,947999;32,497902;30,481144;76,165747;21,275126;70,815617;25,753001;
18/08/2020 14:57:26,070;14:57:26;7,87;34,748353;-49,950254;32,503291;30,490377;76,114304;21,223687;70,867059;25,804447;
18/08/2020 14:57:27,070;14:57:27;7,88;34,748353;-49,955965;32,506832;30,49484;76,114304;21,172248;70,918502;25,804447;
18/08/2020 14:57:28,070;14:57:28;7,90;34,748045;-49,956115;32,509141;30,496686;76,165747;21,223687;70,969944;25,855893;
18/08/2020 14:57:29,070;14:57:29;7,92;34,747891;-49,952959;32,510681;30,498379;76,114304;21,172248;70,969944;25,804447;
18/08/2020 14:57:30,070;14:57:30;7,93;34,746196;-49,961826;32,513298;30,501149;76,165747;21,275126;71,072829;25,855893;
18/08/2020 14:57:31,070;14:57:31;7,95;34,745426;-49,96919;32,520073;30,508689;76,062861;21,275126;71,072829;25,804447;
18/08/2020 14:57:32,070;14:57:32;7,97;34,743885;-49,969641;32,52346;30,511151;76,165747;21,172248;70,918502;25,855893;
18/08/2020 14:57:33,070;14:57:33;7,98;34,743115;-49,966936;32,529156;30,515306;76,217191;21,172248;71,021386;25,855893;
18/08/2020 14:57:34,070;14:57:34;8,00;34,742499;-49,964982;32,530234;30,518076;76,114304;21,275126;71,021386;25,804447;
18/08/2020 14:57:35,070;14:57:35;8,02;34,74142;-49,972196;32,536855;30,527309;76,062861;21,275126;71,021386;25,855893;
18/08/2020 14:57:36,070;14:57:36;8,03;34,740804;-49,973248;32,539934;30,532388;76,062861;21,172248;71,021386;25,907339;
18/08/2020 14:57:37,070;14:57:37;8,05;34,73988;-49,978057;32,543937;30,537004;76,165747;21,275126;71,227156;25,958786;
18/08/2020 14:57:38,070;14:57:38;8,07;34,739571;-49,98001;32,548864;30,543929;76,165747;21,275126;71,227156;25,855893;
18/08/2020 14:57:39,070;14:57:39;8,08;34,737877;-49,974149;32,555946;30,55347;76,114304;21,172248;71,175713;25,855893;
18/08/2020 14:57:40,070;14:57:40;8,10;34,736952;-49,981363;32,55918;30,556702;76,114304;21,172248;71,072829;25,804447;
18/08/2020 14:57:41,070;14:57:41;8,12;34,734949;-49,988877;32,563183;30,559318;76,114304;21,275126;71,175713;25,855893;
18/08/2020 14:57:42,070;14:57:42;8,13;34,734949;-49,986773;32,566108;30,563934;76,165747;21,223687;71,175713;25,855893;
18/08/2020 14:57:43,070;14:57:43;8,15;34,733563;-49,980762;32,571959;30,572706;76,165747;21,275126;71,33004;25,958786;
18/08/2020 14:57:44,070;14:57:44;8,17;34,732638;-49,97956;32,575654;30,57563;76,165747;21,223687;71,381482;25,958786;
18/08/2020 14:57:45,070;14:57:45;8,18;34,731098;-49,988877;32,577194;30,577784;76,165747;21,223687;71,381482;25,958786;
18/08/2020 14:57:46,070;14:57:46;8,20;34,729095;-49,987825;32,578733;30,579015;76,165747;21,275126;71,33004;25,907339;
18/08/2020 14:57:47,070;14:57:47;8,22;34,730327;-49,987074;32,581197;30,5804;76,165747;21,275126;71,33004;25,855893;
