time;process_time;sensor_PT100_1;sensor_PT100_2;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2
15:16:34,314;260,00;42,812088;20,468735;31,795598;31,517711;53,736503;24,464345;56,360328;27,399276
15:16:35,314;261,00;42,813632;20,467201;31,804834;31,526485;53,68506;24,464345;56,566097;27,450722
15:16:36,313;262,00;42,812551;20,468428;31,815455;31,532951;53,633617;24,464345;56,668982;27,34783
15:16:37,314;263,00;42,812551;20,467968;31,823306;31,544342;53,68506;24,464345;56,771866;27,399276
15:16:38,314;264,00;42,812088;20,468275;31,8407;31,566662;53,68506;24,412906;56,771866;27,34783
15:16:39,315;265,00;42,810698;20,467047;31,84932;31,583441;53,736503;24,464345;57,08052;27,34783
15:16:40,314;266,00;42,809463;20,46582;31,858094;31,59945;53,633617;24,464345;57,029078;27,34783
15:16:41,314;267,00;42,808227;20,466741;31,868562;31,616537;53,633617;24,361467;56,977636;27,399276
15:16:42,315;268,00;42,807918;20,46582;31,889343;31,652712;53,736503;24,464345;57,28629;27,450722
15:16:43,314;269,00;42,808845;20,46582;31,896424;31,671646;53,68506;24,464345;57,440616;27,399276
15:16:44,315;270,00;42,808999;20,46536;31,908739;31,68781;53,736503;24,464345;57,440616;27,450722
15:16:45,313;271,00;42,810389;20,465667;31,917975;31,704281;53,633617;24,412906;57,646386;27,502169
15:16:46,315;272,00;42,81286;20,46628;31,928443;31,719829;53,736503;24,567223;57,697828;27,502169
15:16:47,314;273,00;42,813324;20,46536;31,949686;31,751387;53,68506;24,464345;57,74927;27,450722
15:16:48,315;274,00;42,814096;20,464899;31,960615;31,764472;53,736503;24,515784;57,74927;27,399276
15:16:49,314;275,00;42,813478;20,464746;31,970467;31,782484;53,68506;24,464345;57,852155;27,553615
15:16:50,315;276,00;42,811007;20,461984;31,982936;31,800495;53,68506;24,464345;58,006482;27,553615
15:16:51,314;277,00;42,807918;20,459376;32,008952;31,838212;53,787947;24,567223;57,95504;27,605061
15:16:52,315;278,00;42,8073;20,458455;32,022499;31,852683;53,736503;24,464345;58,212251;27,553615
15:16:53,313;279,00;42,807146;20,454466;32,034352;31,866846;53,736503;24,515784;58,263693;27,553615
15:16:54,314;280,00;42,806374;20,453392;32,048207;31,87793;53,68506;24,412906;58,315136;27,502169
15:16:55,315;281,00;42,801277;20,451551;32,070991;31,898713;53,68506;24,515784;58,41802;27,553615
15:16:56,313;282,00;42,802358;20,447715;32,082536;31,907026;53,68506;24,464345;58,520905;27,656507
15:16:57,315;283,00;42,800196;20,446794;32,094082;31,916109;53,633617;24,412906;58,778116;27,810845
15:16:58,315;284,00;42,799115;20,444953;32,103627;31,923345;53,582174;24,464345;58,829559;27,502169
15:16:59,313;285,00;42,796026;20,442498;32,123794;31,936277;53,68506;24,464345;58,881001;27,605061
15:17:00,315;286,00;42,797108;20,441578;32,135186;31,942589;53,68506;24,567223;59,08677;27,605061
15:17:01,313;287,00;42,795563;20,441424;32,143499;31,951672;53,787947;24,567223;59,08677;27,707953
15:17:02,314;288,00;42,796799;20,43989;32,153197;31,958138;53,83939;24,515784;59,29254;27,656507
15:17:03,314;289,00;42,796799;20,439736;32,161049;31,965374;53,633617;24,464345;59,498309;27,707953
15:17:04,314;290,00;42,797262;20,437588;32,178445;31,979845;53,633617;24,515784;59,446867;27,656507
15:17:05,314;291,00;42,797262;20,436514;32,186142;31,989236;53,787947;24,567223;59,652636;27,707953
15:17:06,314;292,00;42,800196;20,437282;32,194301;31,998935;53,68506;24,515784;59,549751;27,656507
15:17:07,314;293,00;42,797571;20,436975;32,201229;32,008019;53,736503;24,567223;59,498309;27,656507
15:17:08,314;294,00;42,794019;20,434059;32,217394;32,02911;53,479287;24,412906;59,704078;27,707953
15:17:09,315;295,00;42,793401;20,433446;32,22309;32,038194;53,736503;24,567223;59,75552;27,759399
15:17:10,313;296,00;42,790467;20,432065;32,230479;32,047431;53,736503;24,515784;59,75552;27,759399
15:17:11,313;297,00;42,79232;20,432525;32,237253;32,055283;53,633617;24,464345;59,806963;27,759399
15:17:12,314;298,00;42,793401;20,431144;32,248492;32,072834;53,68506;24,464345;59,858405;27,707953
15:17:13,314;299,00;42,793401;20,43007;32,254188;32,079916;53,787947;24,567223;59,806963;27,759399
15:17:14,315;300,00;42,792165;20,428536;32,260654;32,086536;54,148049;24,618662;59,858405;27,707953
15:17:15,313;301,00;42,79093;20,428996;32,266196;32,093772;53,736503;24,515784;59,858405;27,810845
15:17:16,314;302,00;42,787378;20,42424;32,275433;32,105165;53,68506;24,464345;59,858405;27,759399
15:17:17,315;303,00;42,784907;20,424854;32,280206;32,110091;53,787947;24,515784;59,909847;27,810845
15:17:18,315;304,00;42,785216;20,423319;32,284978;32,117482;53,83939;24,464345;59,909847;27,862291
15:17:19,314;305,00;42,783363;20,422245;32,288981;32,1221;53,890833;24,515784;59,96129;27,810845
15:17:20,314;306,00;42,782127;20,41933;32,293292;32,127643;53,83939;24,515784;59,75552;27,862291
15:17:21,313;307,00;42,781664;20,417182;32,299758;32,138882;53,787947;24,515784;59,704078;27,810845
15:17:22,314;308,00;42,779965;20,415187;32,303453;32,14504;53,787947;24,515784;59,652636;27,759399
15:17:23,314;309,00;42,778421;20,415187;32,305916;32,151661;53,83939;24,515784;59,75552;27,862291
15:17:24,314;310,00;42,775949;20,412886;32,309919;32,157049;53,83939;24,464345;59,704078;27,810845
15:17:25,314;311,00;42,772552;20,412579;32,31777;32,168288;53,787947;24,670101;59,601193;27,913737
15:17:26,314;312,00;42,768073;20,410891;32,32085;32,175678;53,83939;24,361467;59,806963;27,707953
15:17:27,314;313,00;42,769309;20,410431;32,325776;32,181375;53,942276;24,515784;59,652636;27,913737
15:17:28,314;314,00;42,767764;20,409664;32,327931;32,18738;53,942276;24,464345;59,601193;27,862291
15:17:29,314;315,00;42,766529;20,40859;32,334859;32,203238;53,890833;24,464345;59,601193;27,862291
15:17:30,315;316,00;42,768073;20,40905;32,337939;32,208318;53,83939;24,464345;59,549751;27,759399
15:17:31,315;317,00;42,769309;20,40813;32,34148;32,214015;53,633617;24,567223;59,601193;27,913737
15:17:32,314;318,00;42,76483;20,407669;32,345328;32,219866;53,890833;24,515784;59,549751;27,965183
15:17:33,314;319,00;42,763286;20,404908;32,350409;32,22664;53,890833;24,515784;59,395424;27,965183
15:17:34,315;320,00;42,763903;20,404754;32,353642;32,231721;53,83939;24,464345;59,498309;27,862291
15:17:35,314;321,00;42,762668;20,404294;32,357029;32,235108;53,787947;24,515784;59,498309;27,965183
15:17:36,315;322,00;42,763131;20,40322;32,359646;32,240343;53,736503;24,464345;59,395424;27,913737
15:17:37,314;323,00;42,759579;20,400612;32,363649;32,244808;53,890833;24,464345;59,498309;28,068076
15:17:38,314;324,00;42,759116;20,399077;32,369807;32,256047;53,83939;24,412906;59,446867;27,810845
15:17:39,313;325,00;42,75649;20,399077;32,372733;32,260666;53,83939;24,515784;59,395424;27,913737
15:17:40,315;326,00;42,753865;20,39739;32,37612;32,264208;53,736503;24,464345;59,395424;27,965183
15:17:41,314;327,00;42,75263;20,399231;32,380277;32,268057;53,83939;24,567223;59,498309;28,01663
15:17:42,315;328,00;42,751548;20,396929;32,386897;32,275601;53,890833;24,567223;59,498309;28,01663
15:17:43,315;329,00;42,751703;20,396469;32,391207;32,27945;53,890833;24,464345;59,601193;27,965183
15:17:44,315;330,00;42,751703;20,395242;32,393979;32,283453;53,787947;24,515784;59,704078;28,01663
15:17:45,313;331,00;42,751394;20,397696;32,399675;32,285455;53,633617;24,567223;59,652636;27,965183
15:17:46,313;332,00;42,756799;20,395242;32,409067;32,291614;53,68506;24,515784;59,704078;27,965183
15:17:47,315;333,00;42,753711;20,396162;32,413993;32,29654;53,68506;24,618662;59,652636;28,01663
15:17:48,314;334,00;42,755873;20,395242;32,419536;32,302237;53,68506;24,567223;59,96129;28,01663
15:17:49,313;335,00;42,752166;20,394935;32,425386;32,308858;53,68506;24,515784;59,909847;27,965183
15:17:50,315;336,00;42,754328;20,395548;32,431237;32,316248;53,736503;24,464345;59,96129;28,01663
15:17:51,313;337,00;42,751548;20,394014;32,442322;32,332107;53,736503;24,567223;60,115617;27,965183
15:17:52,313;338,00;42,751703;20,393707;32,449404;32,341037;53,633617;24,567223;60,064174;28,01663
15:17:53,315;339,00;42,752166;20,395395;32,455562;32,354895;53,582174;24,515784;60,115617;27,913737
15:17:54,315;340,00;42,749077;20,394168;32,461105;32,365365;53,582174;24,464345;60,167059;27,965183
15:17:55,314;341,00;42,754174;20,394474;32,473422;32,38692;53,530731;24,464345;60,115617;28,119522
15:17:56,314;342,00;42,755873;20,393861;32,479119;32,396467;53,633617;24,618662;60,115617;28,068076
15:17:57,315;343,00;42,752784;20,394781;32,484199;32,406167;53,582174;24,567223;60,269943;28,119522
15:17:58,314;344,00;42,754637;20,395395;32,489742;32,415867;53,582174;24,515784;60,372828;28,068076
15:17:59,314;345,00;42,752012;20,393861;32,500057;32,432342;53,530731;24,464345;60,372828;28,068076
15:18:00,314;346,00;42,751857;20,39248;32,507602;32,439271;53,582174;24,515784;60,269943;28,119522
15:18:01,313;347,00;42,751703;20,392787;32,513914;32,448048;53,479287;24,567223;60,42427;28,01663
15:18:02,314;348,00;42,749232;20,391099;32,518533;32,452051;53,479287;24,515784;60,527155;28,119522
15:18:03,314;349,00;42,748151;20,392326;32,529618;32,461289;53,479287;24,464345;60,578597;28,119522
15:18:04,314;350,00;42,74568;20,389104;32,535931;32,463753;53,479287;24,464345;60,732924;28,170968
15:18:05,314;351,00;42,745525;20,388337;32,540242;32,468372;53,479287;24,515784;60,784367;28,170968
15:18:06,313;352,00;42,747379;20,389104;32,545169;32,470682;53,68506;24,515784;60,784367;28,119522
15:18:07,314;353,00;42,744444;20,388644;32,549172;32,475455;53,582174;24,618662;60,887251;28,170968
15:18:08,314;354,00;42,743363;20,38757;32,557794;32,484848;53,479287;24,515784;60,887251;28,222414
15:18:09,314;355,00;42,743209;20,385115;32,562721;32,488389;53,530731;24,72154;60,938694;28,119522
15:18:10,314;356,00;42,740738;20,386036;32,567032;32,493624;53,582174;24,567223;60,990136;28,119522
15:18:11,314;357,00;42,741356;20,384655;32,573806;32,499167;53,633617;24,515784;61,29879;28,119522
15:18:12,314;358,00;42,740275;20,385729;32,588587;32,510716;53,479287;24,567223;61,453117;28,119522
15:18:13,314;359,00;42,74012;20,384195;32,595824;32,516567;53,479287;24,515784;61,556001;28,222414
15:18:14,315;360,00;42,739348;20,382507;32,603984;32,52134;53,530731;24,464345;61,813213;28,119522
15:18:15,313;361,00;42,738421;20,383274;32,610143;32,527807;53,582174;24,515784;61,813213;28,170968
15:18:16,313;362,00;42,735642;20,381279;32,626463;32,538124;53,530731;24,567223;61,96754;28,068076
15:18:17,314;363,00;42,737495;20,379592;32,633084;32,543205;53,530731;24,464345;62,327636;28,222414
15:18:18,314;364,00;42,738885;20,380052;32,641244;32,547516;53,479287;24,464345;62,430521;28,222414
15:18:19,314;365,00;42,737186;20,379285;32,647403;32,551674;53,427844;24,567223;62,63629;28,222414
15:18:20,314;366,00;42,738421;20,376677;32,66203;32,558603;53,582174;24,567223;62,63629;28,27386
15:18:21,313;367,00;42,735024;20,37637;32,668651;32,562298;53,633617;24,618662;62,893501;28,27386
15:18:22,313;368,00;42,736414;20,376983;32,674502;32,564608;53,479287;24,515784;62,996386;28,325306
15:18:23,314;369,00;42,734715;20,375449;32,680353;32,56661;53,479287;24,464345;62,842059;28,222414
15:18:24,314;370,00;42,732707;20,374989;32,685434;32,568457;53,633617;24,567223;62,944944;28,222414
15:18:25,314;371,00;42,729773;20,374835;32,696212;32,571383;53,633617;24,567223;63,099271;28,325306
15:18:26,314;372,00;42,727611;20,374222;32,700985;32,572307;53,68506;24,618662;62,996386;28,222414
15:18:27,314;373,00;42,726993;20,373608;32,704988;32,573539;53,736503;24,515784;63,253597;28,479644
15:18:28,314;374,00;42,726993;20,373455;32,709299;32,575387;53,68506;24,515784;63,202155;28,27386
15:18:29,314;375,00;42,724985;20,370539;32,716998;32,574771;53,83939;24,464345;63,202155;28,222414
15:18:30,314;376,00;42,724985;20,37146;32,720231;32,574771;53,736503;24,567223;63,202155;28,325306
15:18:31,313;377,00;42,72097;20,369465;32,72562;32,573385;53,736503;24,618662;63,202155;28,376752
15:18:32,313;378,00;42,720198;20,369465;32,729778;32,573077;53,68506;24,515784;63,150713;28,27386
15:18:33,314;379,00;42,721433;20,369312;32,734089;32,569997;53,633617;24,618662;63,202155;28,325306
15:18:34,314;380,00;42,720044;20,366857;32,737322;32,567996;53,736503;24,567223;63,099271;28,376752
15:18:35,314;381,00;42,718963;20,367471;32,7384;32,56661;53,736503;24,618662;63,047828;28,325306
15:18:36,314;382,00;42,718963;20,368238;32,740094;32,56507;53,68506;24,567223;63,047828;28,222414
15:18:37,314;383,00;42,718036;20,36563;32,743019;32,561836;53,68506;24,567223;62,893501;28,27386
15:18:38,313;384,00;42,717881;20,36563;32,744251;32,558757;53,582174;24,515784;62,790617;28,325306
15:18:39,314;385,00;42,717573;20,367931;32,745945;32,559373;53,68506;25,081613;62,893501;28,376752
15:18:40,314;386,00;42,718345;20,367317;32,745945;32,557525;53,68506;24,618662;62,790617;28,376752
15:18:41,314;387,00;42,720352;20,369312;32,747023;32,554445;53,633617;24,618662;62,790617;28,376752
15:18:42,314;388,00;42,720816;20,369772;32,748254;32,554445;53,68506;24,567223;62,790617;28,479644
15:18:43,314;389,00;42,722515;20,370386;32,746407;32,552906;53,633617;24,515784;62,842059;28,531091
15:18:44,314;390,00;42,723287;20,372994;32,747177;32,552444;53,942276;24,515784;62,63629;28,325306
15:18:45,315;391,00;42,724677;20,372534;32,747331;32,552752;53,942276;24,670101;62,533405;28,325306
15:18:46,314;392,00;42,728383;20,374068;32,748101;32,552444;53,787947;24,567223;62,533405;28,376752
15:18:47,315;393,00;42,728229;20,376063;32,746253;32,55229;53,736503;24,567223;62,533405;28,428198
15:18:48,313;394,00;42,729927;20,376677;32,743943;32,553214;53,83939;24,567223;62,430521;28,428198
15:18:49,314;395,00;42,729773;20,377904;32,744251;32,555061;53,83939;24,567223;62,533405;28,428198
15:18:50,314;396,00;42,730854;20,380052;32,743789;32,560605;53,787947;24,670101;62,481963;28,376752
15:18:51,314;397,00;42,728074;20,379745;32,744097;32,563684;53,787947;24,567223;62,327636;28,325306
15:18:52,314;398,00;42,727456;20,381126;32,744097;32,567842;53,83939;24,515784;62,379078;28,325306
15:18:53,314;399,00;42,728537;20,379745;32,745021;32,570459;53,942276;24,567223;62,173309;28,376752
15:18:54,314;400,00;42,726993;20,379131;32,749024;32,576618;53,83939;24,72154;62,224751;28,428198
15:18:55,314;401,00;42,727148;20,380666;32,752874;32,581238;53,83939;24,567223;62,224751;28,376752
15:18:56,313;402,00;42,728383;20,380052;32,754721;32,586935;53,890833;24,567223;62,173309;28,428198
15:18:57,314;403,00;42,730545;20,379438;32,759495;32,589091;53,890833;24,567223;62,224751;28,479644
15:18:58,314;404,00;42,731317;20,378364;32,761034;32,591247;53,890833;24,567223;62,173309;28,531091
15:18:59,314;405,00;42,729927;20,378518;32,772429;32,601255;53,890833;24,618662;62,224751;28,428198
15:19:00,313;406,00;42,730545;20,378057;32,778742;32,610802;53,890833;24,515784;62,173309;28,376752
15:19:01,314;407,00;42,731317;20,377137;32,783669;32,621273;53,83939;24,618662;62,121867;28,428198
15:19:02,313;408,00;42,730236;20,379592;32,789828;32,634361;53,83939;24,515784;62,121867;28,479644
15:19:03,313;409,00;42,729773;20,377444;32,805225;32,661462;53,83939;24,515784;62,173309;28,428198
15:19:04,314;410,00;42,729155;20,37637;32,811846;32,673165;53,890833;24,618662;62,327636;28,479644
15:19:05,315;411,00;42,731472;20,37637;32,820469;32,687178;53,942276;24,567223;62,224751;28,428198
15:19:06,314;412,00;42,733016;20,375909;32,828014;32,697033;53,942276;24,618662;62,224751;28,428198
15:19:07,313;413,00;42,730236;20,375449;32,84526;32,717359;53,99372;24,515784;62,224751;28,428198
15:19:08,314;414,00;42,728846;20,373455;32,853113;32,725366;53,99372;24,670101;62,276194;28,479644
15:19:09,314;415,00;42,728074;20,373455;32,861273;32,732912;54,045163;24,464345;62,224751;28,531091
15:19:10,314;416,00;42,728383;20,372534;32,869742;32,739379;54,045163;24,618662;62,276194;28,531091
15:19:11,314;417,00;42,72931;20,370846;32,877441;32,746001;53,99372;24,618662;62,224751;28,531091
15:19:12,314;418,00;42,724213;20,368698;32,894995;32,758474;53,99372;24,618662;62,224751;28,531091
15:19:13,314;419,00;42,725294;20,368545;32,902232;32,765403;54,045163;24,515784;62,224751;28,582537
15:19:14,314;420,00;42,724677;20,366243;32,911317;32,770485;53,99372;24,567223;62,173309;28,479644
15:19:15,314;421,00;42,723596;20,36655;32,91917;32,775566;53,942276;24,72154;62,121867;28,428198
15:19:16,314;422,00;42,719735;20,362868;32,934106;32,784036;53,99372;24,567223;62,173309;28,531091
15:19:17,314;423,00;42,720816;20,36026;32,942114;32,790349;53,99372;24,567223;62,121867;28,531091
15:19:18,314;424,00;42,721433;20,360106;32,948735;32,793583;54,045163;24,618662;62,224751;28,582537
15:19:19,313;425,00;42,717881;20,359339;32,955356;32,801283;53,99372;24,515784;62,276194;28,582537
15:19:20,313;426,00;42,717418;20,357651;32,970447;32,81545;53,99372;24,618662;62,173309;28,531091
15:19:21,313;427,00;42,717881;20,357651;32,978454;32,824997;54,045163;24,567223;62,173309;28,531091
15:19:22,315;428,00;42,717418;20,355197;32,985999;32,833621;53,942276;24,618662;62,173309;28,479644
15:19:23,314;429,00;42,715256;20,355503;32,99262;32,84132;54,045163;24,567223;62,276194;28,531091
15:19:24,314;430,00;42,715874;20,353049;33,008635;32,859492;53,942276;24,618662;62,327636;28,582537
15:19:25,315;431,00;42,714947;20,351975;33,016488;32,869963;54,148049;24,670101;62,327636;28,633983
15:19:26,314;432,00;42,71819;20,353662;33,024803;32,877971;54,045163;24,618662;62,327636;28,633983
15:19:27,313;433,00;42,715411;20,351975;33,033119;32,887518;53,99372;24,567223;62,276194;28,582537
15:19:28,314;434,00;42,715102;20,351361;33,04282;32,895988;53,942276;24,464345;62,430521;28,582537
15:19:29,315;435,00;42,712167;20,350747;33,060067;32,912158;54,045163;24,618662;62,533405;28,633983
15:19:30,313;436,00;42,714021;20,349213;33,068998;32,921859;53,890833;24,670101;62,63629;28,633983
15:19:31,315;437,00;42,712013;20,349213;33,077313;32,930021;53,736503;24,670101;62,739174;28,633983
15:19:32,314;438,00;42,711241;20,348906;33,085937;32,938183;53,83939;24,618662;62,739174;28,582537
15:19:33,314;439,00;42,710314;20,345991;33,101644;32,953429;53,83939;24,567223;62,893501;28,582537
15:19:34,313;440,00;42,706144;20,346144;33,110883;32,960667;54,045163;24,618662;62,893501;28,633983
15:19:35,313;441,00;42,709079;20,344917;33,119045;32,968828;53,890833;24,670101;63,047828;28,633983
15:19:36,315;442,00;42,706762;20,34461;33,127976;32,97391;53,83939;24,618662;63,253597;28,685429
15:19:37,314;443,00;42,707689;20,342309;33,145377;32,988232;53,890833;24,670101;63,253597;28,736875
15:19:38,313;444,00;42,704291;20,342002;33,153847;32,994238;53,736503;24,567223;63,30504;28,633983
15:19:39,314;445,00;42,705063;20,341695;33,161855;33,00086;53,736503;24,670101;63,459367;28,736875
15:19:40,315;446,00;42,703365;20,341081;33,172634;33,007944;53,787947;24,670101;63,459367;28,633983
15:19:41,315;447,00;42,703982;20,341848;33,192653;33,023498;53,68506;24,618662;63,459367;28,839767
15:19:42,313;448,00;42,703519;20,341848;33,203587;33,032122;53,633617;24,618662;63,562251;28,736875
15:19:43,314;449,00;42,702747;20,341081;33,214213;33,0409;53,633617;24,670101;63,922347;28,736875
15:19:44,314;450,00;42,703365;20,339547;33,224222;33,046444;53,582174;24,618662;64,231001;28,839767
15:19:45,314;451,00;42,702592;20,339547;33,236696;33,055068;53,787947;24,670101;64,179559;28,736875
15:19:46,315;452,00;42,70043;20,340007;33,259334;33,070777;53,633617;24,618662;64,436771;28,633983
15:19:47,314;453,00;42,702901;20,339854;33,271653;33,078169;53,68506;24,670101;64,436771;28,685429
15:19:48,314;454,00;42,701511;20,33878;33,282125;33,085099;53,68506;24,618662;64,745424;28,788321
