time;sensor_PT100_1;sensor_PT100_3;sensor_PT100_4;sensor_humidity_1;sensor_TH_1;sensor_humidity_2;sensor_TH_2 
421.6;39,23;32,15;29,94;53,74;25,65;60,22;28,43 
422.6;39,23;32,14;29,94;53,74;25,70;60,27;28,43 
423.6;39,23;32,14;29,94;53,79;25,65;60,37;28,43 
424.6;39,24;32,14;29,94;53,79;25,60;60,32;28,43 
425.6;39,24;32,14;29,94;53,84;25,54;60,48;28,38 
426.6;39,24;32,14;29,94;53,63;25,54;60,48;28,43 
427.6;39,24;32,14;29,94;53,58;25,60;60,48;28,38 
428.6;39,24;32,13;29,93;53,63;25,60;60,58;28,43 
429.6;39,25;32,13;29,93;53,63;25,49;60,63;28,48 
430.6;39,25;32,13;29,93;53,74;25,60;60,63;28,53 
431.6;39,25;32,12;29,93;53,74;25,54;60,63;28,43 
432.6;39,25;32,12;29,92;53,69;25,54;60,78;28,53 
433.6;39,25;32,11;29,92;53,74;25,54;60,78;28,43 
434.6;39,26;32,11;29,92;53,74;25,49;60,73;28,48 
435.6;39,26;32,11;29,92;53,79;25,54;60,89;28,48 
436.6;39,26;32,11;29,91;53,63;25,54;60,78;28,43 
437.6;39,26;32,10;29,91;53,69;25,60;60,73;28,43 
438.6;39,27;32,10;29,91;53,63;25,60;60,84;28,48 
439.6;39,27;32,10;29,91;53,63;25,60;60,73;28,43 
440.6;39,27;32,10;29,91;53,58;25,75;60,78;28,43 
441.6;39,28;32,09;29,90;53,48;25,70;60,94;28,48 
442.6;39,28;32,09;29,90;53,48;25,60;60,94;28,43 
443.6;39,28;32,09;29,90;53,48;25,60;60,89;28,48 
444.6;39,28;32,09;29,90;53,32;25,54;60,94;28,53 
445.6;39,29;32,08;29,90;53,27;25,75;60,84;28,43 
446.6;39,29;32,08;29,90;53,38;25,65;60,84;28,48 
447.6;39,29;32,08;29,90;53,27;25,60;60,89;28,53 
448.6;39,29;32,08;29,89;53,17;25,54;61,04;28,38 
449.6;39,30;32,07;29,89;53,07;25,60;61,09;28,53 
450.6;39,30;32,07;29,88;53,17;25,54;61,04;28,43 
451.6;39,30;32,06;29,88;53,27;25,54;60,99;28,48 
452.6;39,31;32,06;29,87;53,27;25,54;61,04;28,53 
453.6;39,32;32,05;29,87;53,32;25,60;61,09;28,53 
454.6;39,33;32,05;29,86;53,22;25,54;60,99;28,48 
455.6;39,33;32,05;29,86;53,27;25,60;61,04;28,53 
456.6;39,33;32,05;29,86;53,17;25,49;61,20;28,43 
457.6;39,33;32,04;29,86;53,32;25,44;61,20;28,48 
458.6;39,34;32,04;29,85;53,27;25,49;61,14;28,43 
459.6;39,34;32,03;29,85;53,27;25,54;61,14;28,48 
460.6;39,34;32,03;29,85;53,38;25,70;61,14;28,53 
461.6;39,35;32,03;29,85;53,32;25,65;61,20;28,53 
462.6;39,34;32,02;29,84;53,32;25,65;61,20;28,48 
463.6;39,35;32,02;29,84;53,38;25,65;61,14;28,53 
464.6;39,35;32,01;29,84;53,27;25,65;61,45;28,58 
465.6;39,36;32,01;29,83;53,17;25,60;61,30;28,58 
466.6;39,36;32,00;29,83;53,22;25,60;61,40;28,53 
467.6;39,36;32,00;29,83;53,22;25,65;61,35;28,48 
468.6;39,36;31,99;29,83;53,22;25,65;61,30;28,63 
469.6;39,37;31,99;29,83;53,02;25,60;61,40;28,58 
470.6;39,37;31,98;29,82;52,96;25,49;61,35;28,53 
471.6;39,37;31,98;29,82;53,02;25,60;61,45;28,48 
472.6;39,38;31,97;29,82;52,96;25,60;61,56;28,58 
473.6;39,38;31,97;29,82;53,02;25,65;61,45;28,53 
474.6;39,38;31,96;29,81;52,96;25,54;61,30;28,53 
475.6;39,38;31,96;29,81;52,96;25,65;61,40;28,58 
476.6;39,39;31,95;29,81;53,07;25,65;61,35;28,53 
477.6;39,39;31,95;29,80;52,96;25,65;61,25;28,53 
478.6;39,39;31,95;29,80;53,02;25,60;61,40;28,58 
479.6;39,40;31,94;29,80;53,17;25,65;61,56;28,53 
480.6;39,40;31,93;29,79;53,17;25,60;61,56;28,48 
481.6;39,40;31,93;29,79;53,22;25,65;61,50;28,53 
482.6;39,40;31,93;29,79;53,17;25,60;61,40;28,58 
483.6;39,41;31,92;29,78;53,17;25,60;61,50;28,53 
484.6;39,41;31,92;29,78;53,22;25,65;61,50;28,48 
485.6;39,41;31,91;29,78;53,17;25,60;61,45;28,53 
486.6;39,42;31,91;29,78;53,22;25,60;61,56;28,58 
487.6;39,42;31,91;29,78;53,17;25,65;61,50;28,58 
488.6;39,42;31,90;29,77;53,12;25,60;61,50;28,53 
489.6;39,42;31,90;29,77;53,17;25,60;61,56;28,63 
490.6;39,43;31,89;29,76;53,02;25,65;61,50;28,53 
491.6;39,43;31,89;29,76;53,02;25,49;61,66;28,53 
492.6;39,43;31,88;29,75;53,27;25,70;61,71;28,53 
493.6;39,43;31,88;29,75;53,02;25,70;61,61;28,53 
494.6;39,44;31,87;29,75;53,07;25,70;61,61;28,58 
495.6;39,44;31,87;29,74;53,17;25,60;61,61;28,63 
496.6;39,44;31,86;29,74;53,12;25,65;61,66;28,53 
497.6;39,44;31,85;29,73;53,07;25,65;61,66;28,63 
498.6;39,44;31,85;29,73;53,12;25,60;61,61;28,53 
499.6;39,44;31,84;29,73;53,12;25,70;61,56;28,58 
500.6;39,45;31,84;29,72;53,17;25,65;61,61;28,58 
501.6;39,45;31,83;29,72;53,17;25,65;61,61;28,58 
502.6;39,45;31,83;29,71;53,17;25,70;61,61;28,53 
503.6;39,45;31,82;29,71;53,12;25,65;61,66;28,53 
504.6;39,45;31,82;29,71;53,17;25,65;61,66;28,48 
505.6;39,46;31,81;29,70;53,38;25,65;61,66;28,43 
506.6;39,46;31,81;29,69;53,32;25,70;61,61;28,58 
507.6;39,46;31,80;29,69;53,43;25,65;61,76;28,53 
508.6;39,46;31,80;29,69;53,48;25,70;61,71;28,58 
509.6;39,46;31,79;29,68;53,48;25,65;61,81;28,58 
510.6;39,46;31,79;29,68;53,53;25,70;61,81;28,58 
511.6;39,47;31,78;29,67;53,38;25,65;61,81;28,63 
512.6;39,47;31,78;29,67;53,38;25,70;61,97;28,53 
513.6;39,47;31,77;29,66;53,53;25,60;61,92;28,58 
514.6;39,47;31,77;29,65;53,63;25,65;61,97;28,53 
515.6;39,47;31,77;29,65;53,53;25,54;61,92;28,58 
516.6;39,48;31,76;29,65;53,48;25,65;61,86;28,58 
517.6;39,48;31,76;29,64;53,58;25,65;62,02;28,63 
518.6;39,48;31,76;29,64;53,74;25,70;61,92;28,53 
519.6;39,48;31,75;29,64;53,74;25,70;61,92;28,58 
520.6;39,48;31,75;29,63;53,74;25,70;62,07;28,53 
521.6;39,48;31,75;29,63;53,74;25,70;62,02;28,58 
522.6;39,48;31,74;29,62;53,84;25,70;62,17;28,63 
523.6;39,49;31,74;29,62;53,79;25,65;62,07;28,53 
524.6;39,49;31,73;29,62;53,69;25,70;61,97;28,58 
525.6;39,49;31,73;29,62;53,84;25,60;62,12;28,53 
526.6;39,49;31,72;29,61;53,74;25,75;61,92;28,63 
527.6;39,49;31,72;29,61;53,84;25,70;62,07;28,58 
528.6;39,49;31,72;29,61;53,79;25,70;62,07;28,48 
529.6;39,50;31,72;29,61;53,74;25,65;62,07;28,63 
530.6;39,50;31,71;29,60;53,79;25,65;62,17;28,53 
531.6;39,50;31,71;29,60;53,89;25,75;62,17;28,53 
532.6;39,50;31,71;29,60;53,89;25,65;62,22;28,63 
533.6;39,50;31,71;29,60;53,84;25,60;62,22;28,53 
534.6;39,50;31,70;29,59;53,84;25,65;62,17;28,53 
535.6;39,50;31,70;29,59;53,74;25,65;62,33;28,58 
536.6;39,50;31,69;29,59;53,89;25,49;62,33;28,53 
537.6;39,50;31,69;29,58;53,84;25,65;62,43;28,53 
538.6;39,50;31,69;29,58;53,79;25,65;62,38;28,58 
539.6;39,51;31,68;29,57;53,89;25,70;62,28;28,53 
540.6;39,51;31,68;29,57;53,94;25,65;62,38;28,58 
541.6;39,51;31,67;29,57;53,89;25,70;62,43;28,53 
542.6;39,51;31,67;29,57;53,89;25,65;62,33;28,48 
543.6;39,51;31,66;29,56;53,99;25,65;62,48;28,58 
544.6;39,51;31,66;29,56;53,84;25,65;62,38;28,53 
545.6;39,51;31,66;29,56;53,89;25,65;62,48;28,53 
546.6;39,51;31,65;29,55;54,10;25,70;62,43;28,58 
547.6;39,51;31,65;29,55;54,05;25,65;62,53;28,53 
548.6;39,51;31,65;29,55;54,05;25,60;62,43;28,53 
549.6;39,51;31,64;29,55;54,20;25,65;62,48;28,58 
550.6;39,51;31,64;29,54;54,10;25,65;62,48;28,53 
551.6;39,51;31,64;29,54;54,20;25,70;62,64;28,58 
552.6;39,51;31,63;29,54;54,25;25,70;62,64;28,53 
553.6;39,51;31,63;29,53;54,20;25,70;62,74;28,58 
554.6;39,51;31,63;29,53;54,15;25,65;62,69;28,63 
555.6;39,52;31,63;29,53;54,15;25,70;62,64;28,58 
556.6;39,52;31,62;29,53;53,94;25,70;62,58;28,63 
557.6;39,52;31,62;29,53;53,94;25,65;62,64;28,53 
558.6;39,52;31,62;29,53;53,99;25,65;62,53;28,53 
559.6;39,52;31,62;29,53;54,05;25,60;62,58;28,63 
560.6;39,52;31,62;29,52;53,99;25,75;62,64;28,58 
561.6;39,52;31,62;29,52;53,84;25,75;62,64;28,48 
562.6;39,52;31,61;29,52;53,89;25,65;62,58;28,58 
563.6;39,52;31,61;29,52;53,79;25,65;62,64;28,53 
564.6;39,52;31,61;29,52;53,89;25,60;62,58;28,58 
565.6;39,52;31,61;29,52;53,84;25,65;62,64;28,53 
566.6;39,53;31,60;29,51;53,84;25,65;62,74;28,48 
567.6;39,53;31,60;29,51;53,89;25,70;62,74;28,58 
568.6;39,53;31,60;29,51;53,84;25,65;62,79;28,58 
569.6;39,54;31,59;29,51;53,89;25,70;62,74;28,58 
570.6;39,54;31,59;29,50;53,84;25,65;62,84;28,58 
571.6;39,55;31,59;29,50;53,89;25,65;62,79;28,53 
572.6;39,55;31,59;29,50;53,69;25,65;62,69;28,58 
573.6;39,56;31,58;29,49;53,79;25,65;62,89;28,53 
574.6;39,56;31,58;29,49;53,63;25,60;62,74;28,48 
575.6;39,56;31,58;29,49;53,53;25,70;62,79;28,58 
576.6;39,57;31,58;29,48;53,48;25,70;62,79;28,58 
577.6;39,57;31,57;29,47;53,27;25,65;62,79;28,53 
578.6;39,57;31,57;29,47;53,38;25,65;62,84;28,58 
579.6;39,58;31,57;29,47;53,17;25,65;62,79;28,48 
580.6;39,58;31,56;29,47;53,17;25,60;62,74;28,58 
581.6;39,58;31,56;29,46;53,12;25,70;62,84;28,58 
582.6;39,58;31,56;29,46;53,02;25,65;62,74;28,58 
583.6;39,59;31,56;29,45;52,96;25,70;62,69;28,53 
584.6;39,59;31,55;29,45;52,96;25,60;62,74;28,48 
585.6;39,59;31,55;29,45;52,96;25,60;62,74;28,53 
586.6;39,64;31,55;29,45;52,91;25,70;62,79;28,63 
587.6;39,64;31,54;29,45;52,96;25,60;62,79;28,53 
588.6;39,65;31,54;29,44;52,96;25,60;62,94;28,69 
589.6;39,65;31,54;29,44;52,96;25,65;62,94;28,58 
590.6;39,65;31,53;29,44;53,02;25,60;62,84;28,58 
591.6;39,65;31,53;29,44;52,96;25,65;62,89;28,58 
592.6;39,65;31,53;29,43;52,96;25,65;63,00;28,58 
593.6;39,65;31,52;29,43;53,02;25,60;62,94;28,58 
594.6;39,66;31,52;29,43;53,07;25,54;63,00;28,63 
595.6;39,66;31,52;29,43;53,02;25,70;62,89;28,53 
596.6;39,66;31,52;29,43;53,07;25,70;62,89;28,58 
597.6;39,67;31,51;29,42;52,91;25,65;63,00;28,58 
598.6;39,67;31,51;29,42;53,02;25,70;62,84;28,58 
599.6;39,67;31,51;29,41;53,07;25,70;62,94;28,58 
600.6;39,68;31,51;29,41;53,12;25,65;62,89;28,63 
601.6;39,68;31,50;29,40;53,07;25,65;63,05;28,53 
602.6;39,68;31,50;29,40;53,02;25,70;63,10;28,58 
603.6;39,69;31,50;29,40;53,07;25,65;63,05;28,58 
604.6;39,69;31,49;29,40;53,02;25,65;63,00;28,58 
605.6;39,69;31,49;29,40;52,91;25,75;63,05;28,63 
606.6;39,69;31,49;29,40;52,91;25,65;63,05;28,53 
607.6;39,70;31,49;29,39;52,86;25,65;63,05;28,53 
608.6;39,70;31,48;29,39;52,76;25,65;63,05;28,53 
609.6;39,70;31,48;29,39;52,76;25,70;63,05;28,58 
610.6;39,70;31,48;29,39;52,55;25,65;63,10;28,58 
611.6;39,70;31,47;29,38;52,55;25,70;63,15;28,58 
612.6;39,70;31,47;29,38;52,55;25,70;63,25;28,63 
613.6;39,70;31,46;29,38;52,60;25,65;63,31;28,58 
614.6;39,71;31,46;29,37;52,55;25,65;63,10;28,48 
615.6;39,71;31,46;29,37;52,55;25,65;63,15;28,58 
616.6;39,71;31,45;29,37;52,50;25,70;63,20;28,58 
617.6;39,71;31,45;29,37;52,60;25,65;63,15;28,58 
618.6;39,71;31,45;29,36;52,50;25,70;63,31;28,58 
619.6;39,71;31,44;29,36;52,45;25,65;63,15;28,53 
620.6;39,72;31,44;29,36;52,55;25,60;63,20;28,58 
621.6;39,72;31,43;29,35;52,76;25,65;63,20;28,58 
622.6;39,72;31,43;29,35;52,60;25,65;63,15;28,58 
623.6;39,72;31,43;29,35;52,55;25,60;63,25;28,58 
624.6;39,72;31,42;29,34;52,50;25,60;63,15;28,58 
625.6;39,72;31,41;29,33;52,55;25,65;63,15;28,58 
626.6;39,73;31,41;29,33;52,60;25,60;63,25;28,63 
627.6;39,73;31,41;29,33;52,60;25,65;63,15;28,58 
628.6;39,73;31,40;29,32;52,50;25,65;63,20;28,58 
629.6;39,74;31,40;29,32;52,45;25,70;63,20;28,53 
630.6;39,74;31,40;29,31;52,50;25,65;63,20;28,58 
631.6;39,74;31,40;29,31;52,30;25,70;63,20;28,58 
632.6;39,74;31,39;29,30;52,35;25,70;63,15;28,58 
633.6;39,75;31,39;29,30;52,35;25,70;63,25;28,63 
634.6;39,75;31,38;29,30;52,40;25,49;63,31;28,58 
635.6;39,76;31,38;29,29;52,24;25,65;63,25;28,58 
636.6;39,76;31,38;29,29;52,24;25,70;63,41;28,58 
637.6;39,77;31,37;29,28;52,19;25,70;63,31;28,58 
638.6;39,77;31,37;29,28;52,19;25,65;63,31;28,53 
639.6;39,77;31,37;29,28;52,14;25,70;63,31;28,53 
640.6;39,77;31,37;29,28;52,24;25,70;63,31;28,58 
641.6;39,78;31,36;29,27;52,04;25,70;63,41;28,58 
642.6;39,78;31,36;29,27;51,99;25,70;63,31;28,53 
643.6;39,78;31,36;29,27;52,04;25,75;63,25;28,69 
644.6;39,78;31,35;29,27;51,94;25,70;63,41;28,63 
645.6;39,78;31,35;29,26;51,99;25,80;63,31;28,48 
646.6;39,79;31,35;29,26;51,99;25,65;63,36;28,58 
647.6;39,79;31,34;29,26;51,99;25,60;63,31;28,48 
648.6;39,79;31,34;29,26;51,99;25,70;63,31;28,53 
649.6;39,79;31,34;29,26;51,94;25,70;63,46;28,58 
650.6;39,79;31,33;29,25;51,94;25,65;63,25;28,53 
651.6;39,79;31,33;29,25;52,14;25,75;63,31;28,48 
652.6;39,79;31,33;29,25;52,14;25,65;63,36;28,53 
653.6;39,80;31,33;29,25;52,14;25,65;63,31;28,58 
654.6;39,80;31,32;29,24;52,14;25,75;63,41;28,53 
655.6;39,80;31,32;29,24;52,09;25,65;63,31;28,48 
656.6;39,80;31,32;29,24;52,35;25,70;63,31;28,58 
657.6;39,80;31,31;29,23;52,30;25,70;63,41;28,53 
658.6;39,80;31,31;29,23;52,24;25,75;63,46;28,53 
659.6;39,80;31,31;29,23;52,30;25,70;63,51;28,58 
660.6;39,80;31,31;29,23;52,30;25,54;63,46;28,43 
661.6;39,80;31,31;29,23;52,35;25,70;63,51;28,53 
662.6;39,81;31,30;29,22;52,35;25,70;63,56;28,48 
663.6;39,81;31,30;29,22;52,30;25,75;63,41;28,48 
664.6;39,81;31,30;29,22;52,30;25,70;63,51;28,53 
665.6;39,81;31,30;29,21;52,30;25,70;63,51;28,48 
666.6;39,81;31,30;29,21;52,35;25,75;63,51;28,58 
667.6;39,82;31,29;29,20;52,35;25,75;63,51;28,48 
668.6;39,82;31,29;29,20;52,35;25,65;63,46;28,53 
669.6;39,82;31,29;29,20;52,30;25,75;63,56;28,58 
670.6;39,82;31,28;29,19;52,40;25,70;63,41;28,48 
671.6;39,82;31,28;29,19;52,30;25,70;63,51;28,58 
672.6;39,83;31,28;29,18;52,30;25,70;63,51;28,53 
673.6;39,83;31,28;29,18;52,35;26,06;63,51;28,58 
674.6;39,83;31,28;29,18;52,35;25,70;63,51;28,58 
675.6;39,83;31,27;29,17;52,35;25,75;63,61;28,58 
676.6;39,83;31,27;29,17;52,24;25,65;63,67;28,58 
677.6;39,83;31,27;29,17;52,09;25,75;63,61;28,53 
678.6;39,84;31,27;29,17;52,14;25,60;63,61;28,58 
679.6;39,84;31,26;29,16;52,14;25,65;63,67;28,53 
680.6;39,84;31,26;29,16;51,99;25,60;63,56;28,53 
681.6;39,84;31,26;29,15;51,99;25,70;63,67;28,58 
682.6;39,84;31,26;29,15;51,99;25,65;63,61;28,53 
683.6;39,84;31,26;29,15;51,99;25,54;63,56;28,53 
684.6;39,84;31,25;29,15;51,99;25,60;63,61;28,48 
685.6;39,84;31,25;29,15;51,94;25,75;63,61;28,48 
686.6;39,84;31,25;29,14;52,04;25,70;63,72;28,58 
687.6;39,84;31,25;29,14;52,14;25,70;63,61;28,48 
688.6;39,85;31,24;29,14;52,14;25,70;63,56;28,58 
689.6;39,85;31,24;29,14;52,09;25,70;63,67;28,53 
690.6;39,85;31,24;29,14;52,19;25,60;63,56;28,53 
691.6;39,85;31,24;29,14;52,14;25,65;63,67;28,53 
692.6;39,85;31,24;29,14;52,09;25,70;63,56;28,38 
693.6;39,85;31,23;29,14;52,30;25,70;63,61;28,58 
694.6;39,85;31,23;29,14;52,24;25,70;63,67;28,48 
695.6;39,85;31,23;29,14;52,30;25,70;63,56;28,53 
696.6;39,85;31,23;29,14;52,30;25,70;63,67;28,48 
697.6;39,85;31,23;29,14;52,30;25,70;63,56;28,43 
698.6;39,85;31,23;29,14;52,30;25,85;63,67;28,53 
699.6;39,86;31,23;29,14;52,40;25,80;63,56;28,43 
700.6;39,86;31,23;29,14;52,35;25,75;63,67;28,48 
701.6;39,86;31,23;29,14;52,35;25,70;63,67;28,53 
702.6;39,86;31,23;29,14;52,35;25,75;63,56;28,48 
703.6;39,86;31,23;29,14;52,40;25,75;63,67;28,48 
704.6;39,86;31,23;29,14;52,30;25,75;63,56;28,48 
705.6;39,87;31,23;29,14;52,35;25,80;63,56;28,48 
706.6;39,87;31,22;29,14;52,40;25,70;63,67;28,53 
707.6;39,87;31,22;29,14;52,35;25,75;63,56;28,43 
708.6;39,87;31,22;29,14;52,24;25,70;63,61;28,53 
709.6;39,88;31,22;29,14;52,24;25,70;63,61;28,43 
710.6;39,88;31,22;29,14;52,19;25,75;63,67;28,48 
711.6;39,88;31,22;29,14;52,14;25,80;63,56;28,48 
712.6;39,88;31,22;29,14;52,30;25,70;63,56;28,43 
713.6;39,89;31,21;29,14;52,24;25,90;63,72;28,58 
714.6;39,89;31,21;29,14;52,24;25,80;63,61;28,43 
715.6;39,90;31,21;29,14;52,30;25,80;63,67;28,48 
716.6;39,90;31,21;29,13;52,35;25,70;63,67;28,53 
717.6;39,90;31,21;29,13;52,30;25,75;63,56;28,48 
718.6;39,91;31,20;29,13;52,35;25,75;63,67;28,53 
719.6;39,91;31,20;29,13;52,30;25,80;63,67;28,48 
720.6;39,91;31,20;29,12;52,35;25,80;63,72;28,48 
721.6;39,92;31,20;29,12;52,24;25,75;63,77;28,48 
722.6;39,92;31,20;29,12;52,30;25,75;63,72;28,48 
723.6;39,92;31,20;29,12;52,30;25,75;63,82;28,53 
724.6;39,92;31,19;29,12;52,35;25,80;63,77;28,43 
725.6;39,92;31,19;29,12;52,30;25,70;63,82;28,48 
726.6;39,92;31,19;29,11;52,45;25,75;63,77;28,43 
727.6;39,92;31,19;29,11;52,35;25,75;63,77;28,38 
728.6;39,93;31,19;29,11;52,40;25,75;63,82;28,48 
729.6;39,92;31,19;29,11;52,55;25,75;63,82;28,48 
730.6;39,92;31,19;29,11;52,55;25,70;63,82;28,48 
731.6;39,93;31,18;29,11;52,60;25,70;63,77;28,43 
732.6;39,93;31,18;29,11;52,55;25,70;63,72;28,53 
733.6;39,93;31,18;29,10;52,55;25,70;63,82;28,48 
734.6;39,93;31,18;29,10;52,35;25,70;63,77;28,43 
735.6;39,94;31,18;29,11;52,40;25,75;63,82;28,53 
736.6;39,94;31,18;29,11;52,30;25,80;63,82;28,48 
737.6;39,94;31,18;29,11;52,30;25,75;63,87;28,48 
738.6;39,94;31,18;29,11;52,24;25,75;63,92;28,43 
739.6;39,94;31,19;29,12;52,14;25,70;63,97;28,43 
740.6;39,95;31,19;29,12;52,19;25,70;63,92;28,43 
741.6;39,95;31,19;29,13;52,14;25,70;63,87;28,48 
742.6;39,95;31,19;29,13;52,09;25,80;63,97;28,48 
743.6;39,95;31,20;29,14;51,99;25,65;63,92;28,38 
744.6;39,95;31,20;29,14;51,83;25,75;63,92;28,53 
745.6;39,95;31,20;29,14;51,78;25,70;63,97;28,48 
746.6;39,95;31,20;29,14;51,83;25,70;63,87;28,38 
747.6;39,96;31,20;29,15;51,78;25,70;64,13;28,43 
748.6;39,96;31,21;29,15;51,73;25,75;64,08;28,43 
749.6;39,96;31,21;29,16;51,78;25,70;64,08;28,48 
750.6;39,96;31,21;29,16;51,73;25,75;64,03;28,48 
751.6;39,97;31,21;29,17;51,63;25,80;64,03;28,33 
752.6;39,97;31,22;29,17;51,63;25,70;64,08;28,48 
753.6;39,97;31,22;29,18;51,63;25,65;64,03;28,43 
754.6;39,97;31,22;29,18;51,63;25,75;64,03;28,43 
755.6;39,97;31,22;29,19;51,63;25,80;64,23;28,43 
756.6;39,98;31,23;29,19;51,63;25,70;64,18;28,43 
757.6;39,98;31,23;29,20;51,63;25,80;64,18;28,48 
758.6;39,98;31,23;29,20;51,63;25,85;64,23;28,43 
759.6;39,98;31,23;29,21;51,63;25,80;64,13;28,48 
760.6;39,99;31,24;29,21;51,58;25,75;64,23;28,43 
761.6;39,99;31,24;29,22;51,52;25,80;64,23;28,43 
762.6;39,99;31,24;29,22;51,58;25,75;64,39;28,53 
763.6;39,99;31,24;29,22;51,63;25,75;64,39;28,43 
764.6;40,00;31,25;29,23;51,68;25,90;64,33;28,43 
765.6;40,06;31,25;29,24;51,63;25,80;64,39;28,48 
766.6;40,06;31,26;29,24;51,63;25,75;64,33;28,48 
767.6;40,07;31,26;29,24;51,58;25,75;64,39;28,53 
768.6;40,07;31,26;29,25;51,58;25,80;64,23;28,43 
769.6;40,07;31,27;29,26;51,63;25,85;64,23;28,48 
770.6;40,07;31,28;29,26;51,63;25,96;64,44;28,43 
771.6;40,08;31,28;29,27;51,58;25,80;64,49;28,53 
772.6;40,08;31,29;29,28;51,63;25,80;64,59;28,53 
773.6;40,08;31,29;29,29;51,63;25,80;64,44;28,48 
774.6;40,08;31,30;29,30;51,83;25,80;64,49;28,53 
775.6;40,08;31,30;29,31;51,73;25,75;64,64;28,48 
776.6;40,08;31,31;29,31;51,68;25,80;64,59;28,53 
777.6;40,08;31,31;29,32;51,78;25,75;64,64;28,43 
778.6;40,09;31,32;29,33;51,83;25,75;64,59;28,48 
779.6;40,09;31,32;29,33;51,73;25,75;64,59;28,53 
780.6;40,09;31,32;29,33;51,73;25,85;64,59;28,43 
781.6;40,09;31,33;29,34;51,78;25,85;64,69;28,53 
782.6;40,09;31,33;29,35;51,73;25,85;64,85;28,48 
783.6;40,09;31,34;29,36;51,58;25,75;64,69;28,48 
784.6;40,09;31,34;29,36;51,63;25,70;64,80;28,48 
785.6;40,09;31,34;29,37;51,63;25,85;64,80;28,48 
786.6;40,10;31,35;29,38;51,58;25,80;64,75;28,48 
787.6;40,10;31,36;29,38;51,58;25,80;64,75;28,48 
788.6;40,10;31,36;29,39;51,68;25,80;64,80;28,48 
789.6;40,10;31,36;29,39;51,63;25,80;64,85;28,84 
790.6;40,10;31,37;29,41;51,63;25,80;64,64;28,53 
791.6;40,10;31,37;29,41;51,58;25,80;64,95;28,53 
792.6;40,10;31,37;29,42;51,58;25,80;64,90;28,48 
793.6;40,10;31,38;29,42;51,58;25,80;64,85;28,53 
794.6;40,10;31,39;29,43;51,58;25,80;64,95;28,48 
795.6;40,10;31,39;29,44;51,73;25,85;64,90;28,53 
796.6;40,10;31,40;29,44;51,68;25,80;64,95;28,58 
797.6;40,10;31,40;29,44;51,83;25,80;64,95;28,48 
798.6;40,10;31,40;29,45;51,68;25,80;64,90;28,53 
799.6;40,10;31,41;29,46;51,73;25,80;65,00;28,58 
800.6;40,10;31,41;29,47;51,78;25,80;64,90;28,48 
801.6;40,10;31,42;29,47;51,73;25,85;65,11;28,58 
802.6;40,10;31,42;29,48;51,78;25,80;65,11;28,48 
803.6;40,10;31,43;29,49;51,68;25,75;65,05;28,53 
804.6;40,10;31,43;29,50;51,78;25,85;65,11;28,53 
805.6;40,11;31,44;29,51;51,68;25,75;65,05;28,53 
806.6;40,10;31,44;29,52;51,68;25,80;65,00;28,53 
807.6;40,11;31,45;29,53;51,68;25,80;65,05;28,48 
808.6;40,11;31,45;29,53;51,73;25,85;65,00;28,53 
809.6;40,11;31,45;29,54;51,78;25,80;65,11;28,53 
810.6;40,11;31,46;29,54;51,88;25,80;65,05;28,48 
811.6;40,11;31,46;29,55;51,88;25,75;65,26;28,53 
812.6;40,10;31,46;29,55;51,94;25,80;65,21;28,58 
813.6;40,10;31,47;29,56;51,94;25,85;65,11;28,63 
814.6;40,10;31,47;29,56;51,88;25,75;65,26;28,58 
815.6;40,10;31,47;29,56;51,99;25,80;65,16;28,53 
816.6;40,10;31,48;29,57;52,04;25,75;65,21;28,63 
817.6;40,10;31,48;29,57;52,04;25,80;65,21;28,53 
818.6;40,10;31,49;29,57;52,09;25,80;65,16;28,53 
819.6;40,10;31,49;29,58;51,94;25,85;65,21;28,58 
820.6;40,10;31,50;29,58;51,99;25,80;65,16;28,58 
821.6;40,10;31,50;29,58;51,88;25,85;65,16;28,63 
822.6;40,10;31,50;29,58;51,88;25,80;65,21;28,53 
823.6;40,10;31,51;29,59;51,83;25,80;65,21;28,63 
824.6;40,10;31,51;29,60;51,78;25,75;65,41;28,63 
825.6;40,10;31,51;29,60;51,68;25,80;65,31;28,58 
826.6;40,10;31,52;29,61;51,68;25,75;65,47;28,63 
827.6;40,11;31,52;29,61;51,63;25,75;65,31;28,53 
828.6;40,11;31,52;29,61;51,68;25,80;65,36;28,63 
829.6;40,11;31,53;29,61;51,68;25,85;65,36;28,53 
830.6;40,11;31,53;29,61;51,63;25,80;65,36;28,58 
831.6;40,11;31,53;29,62;51,47;25,85;65,41;28,58 
832.6;40,12;31,54;29,61;51,47;25,75;65,26;28,58 
833.6;40,12;31,54;29,61;51,47;25,85;65,41;28,58 
834.6;40,12;31,54;29,61;51,63;25,80;65,36;28,58 
835.6;40,12;31,55;29,61;51,58;25,75;65,36;28,63 
836.6;40,12;31,55;29,61;51,58;25,85;65,36;28,63 
837.6;40,12;31,55;29,62;51,63;25,80;65,41;28,63 
838.6;40,12;31,55;29,61;51,63;25,80;65,52;28,69 
839.6;40,11;31,56;29,61;51,68;25,75;65,47;28,58 
840.6;40,12;31,56;29,62;51,63;25,80;65,47;28,69 
841.6;40,12;31,56;29,62;51,63;25,80;65,52;28,58 
842.6;40,11;31,56;29,62;51,68;25,75;65,47;28,63 
